Player/Position,Player,Position,Season ,Team,Draw WAR,EV Shoot WAR,EV TOI,EVD WAR,EVO WAR,Pens WAR,PP Shoot WAR,PP TOI,PPO WAR,Season,SH Shoot WAR,SH TOI,SHD WAR,Take WAR,TOI,WAR
DAVID KAMPFF,DAVID KAMPF,F,mistake,TOR,-0.189317466,0.162145892,1012.966666667,0.567011231,-0.358956652,0.155820143,0,5.916666667,-0.000356451,20212022,0.187599391,198.7,0.315528762,0.345137610,1217.583333333,1.028792316
TREVOR VAN RIEMSDYKD,TREVOR VAN RIEMSDYK,D,mistake,WSH,0.143090934,-0.340503859,1046.883333333,0.638317363,0.000437698,0.566274217,-0.007113405,11.5,0.005705661,20212022,-0.000552201,188.75,0.158188708,0.423183282,1247.133333333,1.020754180
RYAN LOMBERGF,RYAN LOMBERG,F,mistake,FLA,0.236766216,0.524020414,554.6,0.202683051,0.248691868,0.228386144,0,0.716666667,0.000210799,20212022,-0.211069455,65.283333333,0.016215386,-0.008380073,620.6,1.009138207
VASILY PODKOLZINF,VASILY PODKOLZIN,F,mistake,VAN,-0.301551950,0.762195571,945.15,-0.008808438,0.178936206,-0.114415716,0.198023247,51.366666667,-0.009212722,20212022,0,6.2,0.000907150,0.187136233,1002.716666667,1.007625298
JEFF PETRYD,JEFF PETRY,D,mistake,MTL,0.010827247,0.509756564,1206.183333333,0.066605512,0.481007357,0.142184535,-0.152865745,116.633333333,-0.033862644,20212022,-0.004495828,156.766666667,-0.001911164,0.131357289,1479.583333333,1.006418587
DARNELL NURSED,DARNELL NURSE,D,mistake,EDM,-0.239781462,-0.266903992,1459.116666667,0.511044597,0.749127649,-0.200429620,-0.170766961,82.1,0.132147440,20212022,0.246476619,194.383333333,-0.010582793,0.039351842,1735.6,0.990112938
VICTOR RASKF,VICTOR RASK,F,mistake,MIN/SEA,-0.250817263,0.710713461,514.033333333,0.256541894,0.116102323,0.019513106,-0.079485343,33.816666667,-0.036488218,20212022,0,1.133333333,-0.000358133,0.270330369,548.983333333,0.986539090
JACOB BRYSOND,JACOB BRYSON,D,mistake,BUF,0.129158579,-0.182485064,1180.216666667,0.445123278,0.119797707,0.581754237,0.168049733,64.616666667,-0.090891399,20212022,-0.010956966,58.883333333,-0.045135370,0.452595658,1303.716666667,0.985256156
CARSON SOUCYD,CARSON SOUCY,D,mistake,SEA,-0.082483327,1.087162249,955.983333333,0.459233007,-0.310415869,-0.300172925,-0.044784366,44.966666667,0.033951850,20212022,0.168664238,95.816666667,-0.117038080,-0.217689598,1096.766666667,0.976600105
ALEX EDLERD,ALEX EDLER,D,mistake,L.A,0.117416242,0.218193058,651.75,0.128010141,0.709684563,-0.022093360,-0.004613110,14.133333333,0.000786416,20212022,-0.007908118,76.1,-0.051772649,-0.139509602,741.983333333,0.970286940
VLADISLAV GAVRIKOVD,VLADISLAV GAVRIKOV,D,mistake,CBJ,-0.203835019,-0.095852690,1492.416666667,0.136108990,0.923687607,-0.386258277,0,7.216666667,-0.001528578,20212022,-0.112846433,242.333333333,0.506376032,-0.182423258,1741.966666667,0.969686651
ERIK HAULAF,ERIK HAULA,F,mistake,BOS,-0.097212898,1.079201974,1024.683333333,0.084369523,-0.033977535,-0.160113731,0.117163332,74.783333333,-0.002001001,20212022,-0.102814901,59.45,-0.035824784,-0.062900832,1158.916666667,0.946002878
RYAN PULOCKD,RYAN PULOCK,D,mistake,NYI,-0.098463471,-0.034920874,994.883333333,0.009790075,0.323830974,0.467864140,0.087693551,77.816666667,0.069176772,20212022,-0.016484808,88.966666667,0.012614039,0.566327612,1161.666666667,0.919563869
TANNER PEARSONF,TANNER PEARSON,F,mistake,VAN,-0.147306058,0.097541778,911.933333333,0.294260644,0.601821133,0.150438178,-0.245938865,108.016666667,0.015314391,20212022,-0.000588064,46.216666667,0.005230181,0.297744236,1066.166666667,0.918079375
JOHAN LARSSONF,JOHAN LARSSON,F,mistake,ARI/WSH,-0.089239331,0.140402431,573.55,0.489625731,0.090202062,-0.088731289,0.300795983,33.100000000,-0.001425572,20212022,-0.006569948,63.25,-0.007260237,0.000508042,669.9,0.917039161
ADAM LOWRYF,ADAM LOWRY,F,mistake,WPG,-0.062095589,-0.110660638,938.1,0.307473800,0.359531850,0.342397131,-0.195442397,70.583333333,0.010110445,20212022,0.274566583,180.95,-0.071898337,0.404492720,1189.633333333,0.916078437
COREY PERRYF,COREY PERRY,F,mistake,T.B,0.392464060,-0.782485827,931.383333333,0.404746530,0.577986338,0.319534746,0.114047263,141.333333333,0.269006906,20212022,0,1.416666667,0.000159080,-0.072929315,1074.133333333,0.902995036
ERIK JOHNSOND,ERIK JOHNSON,D,mistake,COL,-0.167736764,0.438516304,1081.066666667,0.135315564,0.444523776,0.052982225,-0.046021694,18.2,-0.005715190,20212022,0.079361294,191.383333333,-0.199979733,0.220718988,1290.65,0.898982545
DANTE FABBROD,DANTE FABBRO,D,mistake,NSH,0.146283680,-0.107748657,1161.216666667,0.494585875,0.198654761,0.375156362,-0.007470738,10.133333333,0.001725180,20212022,-0.000764289,62.816666667,-0.057741577,0.228872682,1234.166666667,0.896396918
ZACH WERENSKID,ZACH WERENSKI,D,mistake,CBJ,-0.116585765,-0.349591342,1371.25,-0.186623558,0.687998345,0.387958945,0.229755104,215.483333333,0.177977008,20212022,-0.045746243,105.6,-0.006696501,0.504544710,1692.333333333,0.895031760
IVAN BARBASHEVF,IVAN BARBASHEV,F,mistake,STL,-0.198258172,1.492327825,1099.883333333,-1.129124644,0.125785068,-0.028606427,0.417975503,121.2,-0.187753023,20212022,0.061499113,84.950000000,0.139952184,0.169651745,1306.033333333,0.892055598
BRETT HOWDENF,BRETT HOWDEN,F,mistake,VGK,-0.035366939,0.659902490,473.383333333,0.034342259,0.032951368,0.055140397,0.160975758,2.066666667,0.000474895,20212022,-0.059571914,20.45,0.002523577,0.090507336,495.9,0.886738830
JORDAN STAALF,JORDAN STAAL,F,mistake,CAR,-0.125616310,0.079418887,1015.55,0.430207892,0.308022414,0.269128977,0.018243858,53.283333333,-0.057023831,20212022,-0.224016976,170.316666667,0.056583334,0.394745288,1239.150000000,0.880564555
OLIVER EKMAN-LARSSOND,OLIVER EKMAN-LARSSON,D,mistake,VAN,0.138794297,-0.478106439,1428.8,0.236037408,0.466980178,0.320951196,0.370720704,133.166666667,-0.045642296,20212022,-0.032304244,159.683333333,0.036397054,0.182156899,1721.65,0.875033560
ALEX NEWHOOKF,ALEX NEWHOOK,F,mistake,COL,-0.050023110,0.600216874,849.8,0.040763905,-0.031874787,0.258935528,0.099168955,96.366666667,-0.092374331,20212022,-0.000434326,6.2,-0.000263566,0.308958638,952.366666667,0.874138252
PIERRE-EDOUARD BELLEMAREF,PIERRE-EDOUARD BELLEMARE,F,mistake,T.B,-0.272173245,0.343671084,880.666666667,0.511494591,-0.012434402,0.076244101,0,3.55,0.000310932,20212022,0.090670569,205.416666667,-0.135904212,0.348417346,1089.633333333,0.874052663
TONY DEANGELOD,TONY DEANGELO,D,mistake,CAR,0.034595001,0.754834565,1028.666666667,-0.815946483,0.642092849,0.200373420,0.072080388,192.816666667,0.010497574,20212022,0,9.216666667,0.002490531,0.165778419,1230.700000000,0.866422844
BRENT BURNSD,BRENT BURNS,D,mistake,S.J,-0.247140901,0.260236930,1634.433333333,-0.017059546,0.189701576,0.017388142,0.313513020,214.733333333,0.251607212,20212022,-0.004842478,221.033333333,-0.150751129,0.264529043,2070.2,0.859793728
CONNOR BROWNF,CONNOR BROWN,F,mistake,OTT,0.046695116,0.208671584,944.983333333,-0.026704598,0.653919731,0.593122945,-0.257409903,132.133333333,0.128033268,20212022,-0.304868510,164.933333333,-0.141343043,0.546427829,1242.05,0.853421476
ANDREAS ATHANASIOUF,ANDREAS ATHANASIOU,F,mistake,L.A,0.192539608,0.568997118,370.583333333,-0.138115972,0.251185238,0.390037412,-0.197616431,45.116666667,-0.004737401,20212022,-0.018924753,3.4,0.001317761,0.197497804,419.1,0.852142971
PHILIP TOMASINOF,PHILIP TOMASINO,F,mistake,NSH,-0.119682008,-0.067699795,769,0.457198873,0.072638320,0.181005177,0.260592780,101.716666667,-0.054154848,20212022,0,0,0,0.300687184,870.716666667,0.849580506
RYAN GRAVESD,RYAN GRAVES,D,mistake,N.J,0.259218560,0.204000987,1352.616666667,0.121613743,0.235166340,0.584360941,0,4.9,0.001521869,20212022,-0.004185646,179.766666667,-0.295914820,0.325142380,1537.283333333,0.846563414
KAILER YAMAMOTOF,KAILER YAMAMOTO,F,mistake,EDM,0.120863741,0.561254220,1181.716666667,-0.140952048,-0.220239394,0.347786798,0.132905331,66.733333333,0.165233308,20212022,0.076104652,92.816666667,-0.078382082,0.226923057,1341.266666667,0.843710785
ERIK CERNAKD,ERIK CERNAK,D,mistake,T.B,0.230765605,-0.359585444,885.083333333,0.668437429,0.304269428,0.210428872,0,5.083333333,-0.000718567,20212022,-0.001446533,153.25,0.008576927,-0.020336733,1043.416666667,0.829962112
DREW DOUGHTYD,DREW DOUGHTY,D,mistake,L.A,0.003199644,0.047478075,777.483333333,0.262134182,0.296325516,-0.112788556,0.423042608,122.2,0.023604886,20212022,-0.002203505,77.633333333,-0.108569191,-0.115988200,977.316666667,0.829024014
ONDREJ KASEF,ONDREJ KASE,F,mistake,TOR,-0.097056202,0.224862642,578.400000000,-0.094253125,0.047320922,0.024339992,0.451760642,43.1,0.065209510,20212022,0.051194082,63.283333333,0.058529671,0.121396194,684.783333333,0.828964336
BARRETT HAYTONF,BARRETT HAYTON,F,mistake,ARI,0.179333129,0.309361459,766.483333333,0.276745366,0.047608650,0.371188703,0.079894801,90.566666667,-0.005009674,20212022,-0.077573915,87.183333333,-0.174682812,0.191855574,944.233333333,0.827532578
JUSTIN BRAUND,JUSTIN BRAUN,D,mistake,PHI/NYR,-0.047259137,0.747371004,1182.9,1.099887067,-1.225964003,0.083763073,0,3.483333333,0.000245482,20212022,-0.000899418,148.216666667,0.121962682,0.131022210,1334.6,0.826365886
PIUS SUTERF,PIUS SUTER,F,mistake,DET,-0.373962266,0.091838389,1105.416666667,0.069746261,0.741995171,0.010643397,-0.410462315,110,-0.017176185,20212022,0.100633738,139.45,0.235912204,0.384605664,1354.866666667,0.823130660
NICK HOLDEND,NICK HOLDEN,D,mistake,OTT,-0.215632055,0.389211251,1240.033333333,0.404048997,0.294315916,0.331282463,-0.005120323,5.816666667,-0.001105100,20212022,-0.003055550,239.316666667,-0.601371439,0.546914519,1485.166666667,0.808206217
MIKEY ANDERSOND,MIKEY ANDERSON,D,mistake,L.A,0.097413037,-0.200622559,1015.866666667,0.633028827,-0.176434272,0.533663581,0,6.35,0.001164576,20212022,0,105.716666667,0.015052772,0.436250544,1127.933333333,0.805852926
PATRIC HORNQVISTF,PATRIC HORNQVIST,F,mistake,FLA,0.029397345,-0.423259605,665.266666667,0.082929484,0.870790258,0.291074760,-0.362980068,135.433333333,0.338208805,20212022,0,0.450000000,-1.938903242e-05,0.261677415,801.15,0.796744246
IVAN PROVOROVD,IVAN PROVOROV,D,mistake,PHI,-0.059288672,0.531988672,1531.066666667,-0.064336658,0.424190787,0.299284632,-0.059748935,175.433333333,-0.145792228,20212022,-0.000552719,210.2,-0.190482841,0.358573304,1916.7,0.794550710
WILLIAM KARLSSONF,WILLIAM KARLSSON,F,mistake,VGK,-0.209053208,-0.476579728,948.566666667,0.402616421,0.530394029,0.267159243,-0.277238869,133.450000000,0.253214967,20212022,0.053722629,101.716666667,0.014845428,0.476212451,1183.733333333,0.768134119
TEDDY BLUEGERF,TEDDY BLUEGER,F,mistake,PIT,-0.242110358,0.238356004,810.983333333,0.334655837,-0.016565533,0.184213030,0,6.2,-0.000623881,20212022,-0.072629925,143.783333333,0.096589608,0.426323387,960.966666667,0.763995140
ZEMGUS GIRGENSONSF,ZEMGUS GIRGENSONS,F,mistake,BUF,-0.084239109,0.298980485,668.183333333,0.377741528,0.079128809,0.047307233,0.223422800,54.366666667,-0.040296379,20212022,-0.091791098,80.683333333,-0.134174961,0.131546341,803.233333333,0.760318416
TREVOR MOOREF,TREVOR MOORE,F,mistake,L.A,-0.013161578,-1.076465074,1060.450000000,0.046116151,0.717417966,0.381677168,-0.223181133,81.400000000,0.128068803,20212022,0.582332537,97.466666667,0.202099271,0.394838747,1239.316666667,0.758065690
SHEA THEODORED,SHEA THEODORE,D,mistake,VGK,-0.055100083,0.293693505,1533.1,-0.742784107,0.763439800,0.403005798,-0.086455686,189.783333333,0.134664370,20212022,-0.000615686,24.45,-0.009684796,0.458105881,1747.333333333,0.755263198
P.K. SUBBAND,P.K. SUBBAN,D,mistake,N.J,-0.154919262,0.268293280,1279.65,0.146704306,0.586139521,-0.200933453,-0.085077845,44.783333333,-0.067464398,20212022,-0.004248158,66.516666667,0.110462782,-0.046014191,1390.95,0.753876035
NICK COUSINSF,NICK COUSINS,F,mistake,NSH,0.274742830,-0.245551466,720.366666667,0.029444233,0.240247067,0.592355095,0.177753342,112.366666667,-0.047889888,20212022,0,1.266666667,8.265782674e-05,0.317612265,834.000000000,0.746441040
MARK GIORDANOD,MARK GIORDANO,D,mistake,SEA/TOR,-0.034381442,0.188022276,1211.483333333,0.930917718,-0.275441315,0.038191617,-0.289532792,183.233333333,-0.285700331,20212022,0.316571741,116.116666667,0.117522152,0.072573059,1510.833333333,0.740551066
SCOTT LAUGHTONF,SCOTT LAUGHTON,F,mistake,PHI,0.207787651,-0.104516539,922.150000000,-0.439286732,0.923049747,0.399728011,-0.111903539,40.45,0.038379640,20212022,0.230293086,115.583333333,-0.196195776,0.191940360,1078.183333333,0.739547898
JOEL HANLEYD,JOEL HANLEY,D,mistake,DAL,-0.053785575,0.263736977,492.683333333,0.361292288,-0.059619019,0.143122935,0,0.533333333,0.000300138,20212022,0,29.933333333,0.030535530,0.196908510,523.15,0.739368849
WILLIAM CARRIERF,WILLIAM CARRIER,F,mistake,VGK,-0.080690555,-0.372611946,710.1,0.166341149,1.010210694,-0.011742855,-0.023149988,4.233333333,0.000287598,20212022,-0.029835658,10.716666667,-0.001775737,0.068947700,725.05,0.737723257
ZACH HYMANF,ZACH HYMAN,F,mistake,EDM,-0.035752370,0.630851351,1115.166666667,-0.357609785,0.818642873,0.163199094,-0.406290443,179.616666667,0.000871841,20212022,0.004810883,130.4,-0.131209712,0.198951464,1425.183333333,0.723266103
ALEX GOLIGOSKID,ALEX GOLIGOSKI,D,mistake,MIN,-0.101174697,-0.095985392,1155.166666667,0.246471246,0.483054686,0.024874699,-0.024555275,85.083333333,0.076508154,20212022,-0.047116826,84.783333333,0.057050092,0.126049396,1325.033333333,0.720301385
ALEC MARTINEZD,ALEC MARTINEZ,D,mistake,VGK,-0.048270086,0.362911391,457.7,-0.187527223,0.435422738,0.136994762,0,12.8,-0.004395280,20212022,-0.000856750,30.25,-0.023884552,0.185264848,500.75,0.718665086
NIC DOWDF,NIC DOWD,F,mistake,WSH,-0.095061816,0.576498970,769.316666667,0.447115631,0.005845705,-0.268291283,0,3.3,2.193770954e-05,20212022,0.063024318,122.65,-0.110002847,-0.173229467,895.266666667,0.714212431
MATT NIETOF,MATT NIETO,F,mistake,S.J,0.005003333,0.163302567,864.100000000,0.483834727,-0.133251686,0.335317343,0,4.883333333,-0.002417092,20212022,-0.159967508,121.466666667,0.023232236,0.330314010,990.450000000,0.710050586
ARTHUR KALIYEVF,ARTHUR KALIYEV,F,mistake,L.A,-0.298479473,-0.270202491,842.45,0.459855137,0.363391225,-0.245922961,0.376231306,154.233333333,0.023056096,20212022,0,0.183333333,-2.598738328e-05,0.052556513,996.866666667,0.706382325
DERICK BRASSARDF,DERICK BRASSARD,F,mistake,PHI/EDM,-0.116149551,0.563312668,508.583333333,0.207832698,0.017818885,-0.091987719,-0.042165807,68.55,0.045704238,20212022,0,1.15,0.000168478,0.024161832,578.283333333,0.700683442
SETH JONESD,SETH JONES,D,mistake,CHI,-0.078346656,-0.377739665,1591.183333333,0.992064316,-0.435221461,0.470516015,-0.277059264,257.616666667,0.341026017,20212022,-0.036232125,145.3,0.019563367,0.548862671,1994.1,0.696917199
CONNOR CLIFTOND,CONNOR CLIFTON,D,mistake,BOS,0.027082318,-0.069251971,879.533333333,0.577560202,-0.232490510,0.224164373,0,3.616666667,0.000891357,20212022,0,73.35,0.195456276,0.197082055,956.5,0.696329726
MATHEW BARZALF,MATHEW BARZAL,F,mistake,NYI,0.153671838,0.209407374,1084.25,-0.790202140,0.857415555,0.570651012,-0.324644140,192.816666667,0.157029731,20212022,0,1.733333333,-0.000227680,0.416979173,1278.8,0.679429712
ALEX CHIASSONF,ALEX CHIASSON,F,mistake,VAN,-0.138635300,0.302509586,639.25,-0.155384391,-0.234057290,0.139696165,0.324572607,124.466666667,0.298959836,20212022,0,0.233333333,-1.818975742e-05,0.278331465,763.95,0.676278324
CHARLIE COYLEF,CHARLIE COYLE,F,mistake,BOS,-0.270094712,0.849736291,1081.550000000,-0.434506832,-0.091650694,0.123772734,-0.019870231,156.416666667,0.137120320,20212022,-0.057526446,133.416666667,0.163160424,0.393867446,1371.383333333,0.670235566
CHANDLER STEPHENSONF,CHANDLER STEPHENSON,F,mistake,VGK,-0.282370500,0.647789533,1170.733333333,-0.456342309,0.108952197,0.089628223,0.489192322,175.116666667,0.119399487,20212022,-0.029335459,120.333333333,-0.304402775,0.371998723,1466.183333333,0.664881219
TRAVIS DERMOTTD,TRAVIS DERMOTT,D,mistake,TOR/VAN,-0.037358091,-0.096298570,876.016666667,0.431529020,0.030627109,0.249914558,0,1.666666667,0.001944672,20212022,-0.000521534,35.816666667,0.047207820,0.287272649,913.5,0.664403075
MIKE REILLYD,MIKE REILLY,D,mistake,BOS,-0.247426843,-0.230012119,1205.966666667,0.439146923,0.460662193,-0.190700722,-0.093573703,48.5,0.070671900,20212022,0.128482986,55.116666667,0.079397970,0.056726121,1309.583333333,0.664075428
CONNOR MCMICHAELF,CONNOR MCMICHAEL,F,mistake,WSH,-0.179244738,-0.178160021,691.6,0.262011289,0.566646259,0.024824576,0,5.916666667,-7.118923056e-05,20212022,-0.015669394,0.9,-2.923084932e-05,0.204069314,698.416666667,0.659552289
CURTIS LAZARF,CURTIS LAZAR,F,mistake,BOS,-0.057640627,0.138304627,709.933333333,0.491118033,0.090024679,0.141831179,-0.022869772,2.083333333,0.001027038,20212022,-0.149887137,112.000000000,-0.030197466,0.199471807,824.016666667,0.659351182
BRANDON TANEVF,BRANDON TANEV,F,mistake,SEA,-0.075039753,0.149771875,382.166666667,0.164407352,0.026193197,0.052747688,0.305526267,6.433333333,0.001819810,20212022,-0.059328652,39.983333333,0.015099242,0.127787441,428.583333333,0.656236779
ETHAN BEARD,ETHAN BEAR,D,mistake,CAR,-0.113108535,0.323773940,830.683333333,-0.241972070,0.608052002,-0.011881566,-0.079328174,32.55,0.028987906,20212022,-0.016215739,53.2,0.039644794,0.101226970,916.433333333,0.651061092
FREDERICK GAUDREAUF,FREDERICK GAUDREAU,F,mistake,MIN,-0.192794281,0.825856710,947.033333333,0.082381386,-0.343403580,0.328960384,-0.259654691,129.933333333,0.105321846,20212022,-0.126091364,121.083333333,0.033428501,0.521754664,1198.050000000,0.646799192
ALEX IAFALLOF,ALEX IAFALLO,F,mistake,L.A,-0.411838637,0.219253918,1085.933333333,0.871505482,-0.076324897,0.313319429,-0.689301720,214.466666667,-0.051041725,20212022,0.074647594,126.583333333,-0.016840830,0.725158066,1426.983333333,0.645217252
DAMON SEVERSOND,DAMON SEVERSON,D,mistake,N.J,-0.300621473,0.153942424,1445.983333333,0.071559939,0.310906157,-0.310833000,0.636723146,183.55,-0.310913149,20212022,-0.007639436,200.8,0.099319416,-0.010211527,1830.333333333,0.643065497
STEVEN LORENTZF,STEVEN LORENTZ,F,mistake,CAR,-0.114458149,-0.140674921,686.850000000,0.187954875,0.433795117,0.138059953,0,2.5,-0.000396069,20212022,0,28.566666667,0.023659477,0.252518101,717.916666667,0.642398433
RYAN SUTERD,RYAN SUTER,D,mistake,DAL,-0.352145889,-0.065504841,1585.966666667,-0.230054454,0.337658427,-0.107695901,0.468742118,172.183333333,0.203736377,20212022,-0.024036943,129.083333333,0.059252061,0.244449987,1887.233333333,0.642096845
DYLAN DEMELOD,DYLAN DEMELO,D,mistake,WPG,-0.017140072,-0.414487610,1166.25,1.238205307,0.097332441,0.204521834,-0.006622259,1.9,0.000829305,20212022,0.173651801,196.483333333,-0.654757243,0.221661905,1364.633333333,0.638673574
BRAYDEN MCNABBD,BRAYDEN MCNABB,D,mistake,VGK,0.010165160,-0.197679231,1149.4,0.692145198,0.051185122,0.138752944,0,1.7,0.000394051,20212022,-0.000839561,178.816666667,-0.046031830,0.128587784,1329.916666667,0.637926693
CAM YORKD,CAM YORK,D,mistake,PHI,-0.023576226,0.258581807,469.016666667,0.002742879,0.048672517,0.151239116,0.114861741,67.916666667,0.053643035,20212022,0,15.883333333,0.006882860,0.174815343,552.816666667,0.636623954
CALEN ADDISOND,CALEN ADDISON,D,mistake,MIN,0.100618040,0.291794890,178.683333333,0.067385620,0.093455532,0.167472401,-0.006743408,22,0.023217712,20212022,0,0.1,3.082610562e-06,0.066854361,200.783333333,0.636585829
COLIN BLACKWELLF,COLIN BLACKWELL,F,mistake,SEA/TOR,-0.054771459,0.452906862,601.700000000,0.063249754,-0.195315683,0.249101667,-0.070073673,18.233333333,0.001699897,20212022,0.120769873,55.766666667,0.014096599,0.303873125,675.700000000,0.636435296
JASON SPEZZAF,JASON SPEZZA,F,mistake,TOR,-0.165146247,0.407798632,633.350000000,-0.052763751,0.201886854,-0.236189373,0.260897198,98.55,0.056809861,20212022,0,11.1,-0.006102717,-0.071043126,743.000000000,0.632336705
HAMPUS LINDHOLMD,HAMPUS LINDHOLM,D,mistake,ANA/BOS,0.066719468,-0.134931061,1346.8,0.500963200,0.160148825,0.027125750,0.079023375,68.866666667,-0.027987854,20212022,-0.025827139,141.633333333,0.043355925,-0.039593718,1557.3,0.621871021
JAYCOB MEGNAD,JAYCOB MEGNA,D,mistake,S.J,-0.131297894,0.165391326,751.65,0.414321956,0.116568262,0.004161119,-0.004546829,1.933333333,0.000534011,20212022,0,84.366666667,-0.077425062,0.135459013,837.95,0.619004783
NOAH CATESF,NOAH CATES,F,mistake,PHI,-0.035756047,0.262294667,191.733333333,0.097830994,0.090750448,0.007497431,0.157789923,0.733333333,0.000264213,20212022,0,18.466666667,0.001685140,0.043253478,210.933333333,0.618112816
CALEB JONESD,CALEB JONES,D,mistake,CHI,0.055111179,0.344914647,804.266666667,0.252405293,-0.345162684,0.193021945,0.147342710,18.3,0.004363545,20212022,-0.000406613,20.1,0.015906962,0.137910766,842.666666667,0.612385805
BRIAN BOYLEF,BRIAN BOYLE,F,mistake,PIT,-0.182431010,0.874330293,574.933333333,0.065817872,-0.223442146,-0.012473879,-0.053694304,5.3,0.000581964,20212022,0.141668183,124.25,-0.183466905,0.169957132,704.483333333,0.609321079
GUSTAV NYQUISTF,GUSTAV NYQUIST,F,mistake,CBJ,-0.181046825,0.182378149,1124.75,-0.810429715,0.165603943,0.200390917,0.302431369,146.2,0.010778531,20212022,0.389442351,145.166666667,0.168125693,0.381437741,1416.116666667,0.608721237
RYAN LINDGREND,RYAN LINDGREN,D,mistake,NYR,0.055090701,0.010182798,1352.166666667,0.939937487,-0.617295073,0.174283123,0,4.783333333,0.000408347,20212022,-0.000419297,171.400000000,0.089269951,0.119192422,1528.350000000,0.596367335
MICHAEL DEL ZOTTOD,MICHAEL DEL ZOTTO,D,mistake,OTT,-0.114992200,0.233317401,420.05,0.175497381,-0.017997880,0.052737847,0.155256417,35.7,-0.003883681,20212022,0,11.266666667,0.000299031,0.167730047,467.016666667,0.595226516
BLAKE LIZOTTEF,BLAKE LIZOTTE,F,mistake,L.A,0.081859014,0.307483230,759.200000000,0.008590628,0.115239844,0.105031526,-0.020040328,9.616666667,-0.001599248,20212022,0.046282530,75.300000000,0.033830001,0.023172512,844.116666667,0.594818183
TYLER SEGUINF,TYLER SEGUIN,F,mistake,DAL,-0.111838027,1.079735869,1177.883333333,-0.661361603,-0.053758010,0.105730125,-0.265348024,199.816666667,0.403483146,20212022,0,13.783333333,-0.015352448,0.217568152,1391.483333333,0.593129057
MARCUS PETTERSSOND,MARCUS PETTERSSON,D,mistake,PIT,0.136929774,-0.182825999,1077.533333333,1.040266517,-0.271839162,0.043755315,-0.018287214,20.766666667,-0.004584172,20212022,0,21.5,-0.026897874,-0.093174459,1119.8,0.579587410
EMIL BEMSTROMF,EMIL BEMSTROM,F,mistake,CBJ,-0.111862316,0.416627892,382.3,0.200561245,0.104955964,0.052700889,-0.187725447,44.766666667,-0.013109623,20212022,0,0.2,-1.690628743e-05,0.164563204,427.266666667,0.573994014
EETU LUOSTARINENF,EETU LUOSTARINEN,F,mistake,FLA,-0.018132152,-0.035781809,881.516666667,-0.093049965,0.185462267,0.336883060,-0.015420868,8.2,-0.002666515,20212022,0.195183050,144.783333333,0.002280857,0.355015212,1034.5,0.572890078
NICOLAS AUBE-KUBELF,NICOLAS AUBE-KUBEL,F,mistake,COL/PHI,-0.152847587,0.777428375,714.083333333,0.035586369,0.221720620,-0.462106230,0,2.916666667,7.889078384e-05,20212022,0,2.583333333,0.000146971,-0.309258643,719.583333333,0.572854995
RYAN MCLEODF,RYAN MCLEOD,F,mistake,EDM,-0.170851548,0.161238642,762.933333333,0.225276619,-0.295828747,0.144415234,0.200113084,54.95,0.012187157,20212022,-0.028827019,78.833333333,0.154228598,0.315266781,896.716666667,0.572803567
NICK BONINOF,NICK BONINO,F,mistake,S.J,-0.494142946,0.524348788,1023.333333333,0.520176635,-0.554108993,-0.066406646,-0.063892026,146.7,-0.033741827,20212022,0.154764164,127.95,0.090267185,0.427736299,1297.983333333,0.571407280
CAM ATKINSONF,CAM ATKINSON,F,mistake,PHI,-0.424447323,0.899862630,964.383333333,-0.737164198,0.275851008,0.106859183,-0.438630041,192.166666667,0.135338428,20212022,0.239687248,125.433333333,0.080079257,0.531306506,1281.983333333,0.561883515
BRADY SKJEID,BRADY SKJEI,D,mistake,CAR,-0.153640230,0.388138705,1478.25,0.101587270,0.104636662,-0.175263070,-0.010488719,10.7,-0.003128933,20212022,-0.054929008,201.516666667,0.210693150,-0.021622840,1690.466666667,0.561246058
MARK PYSYKD,MARK PYSYK,D,mistake,BUF,-0.216689482,0.026515073,1044.016666667,0.565584395,-0.288845225,0.174066548,0,2.75,0.000576708,20212022,0,137.983333333,0.076445216,0.390756030,1184.75,0.554342716
JAKE EVANSF,JAKE EVANS,F,mistake,MTL,-0.091369252,0.555186109,942.5,0.125734116,0.202402973,0.264272472,-0.058418797,22.983333333,-0.018109718,20212022,-0.149930805,137.033333333,-0.373569119,0.355641724,1102.516666667,0.547567232
TOMAS TATARF,TOMAS TATAR,F,mistake,N.J,-0.049014481,0.219289941,954.783333333,-0.128441575,0.424587078,0.188916696,0.036425152,138.216666667,-0.194315829,20212022,0,0.3,-1.844296415e-05,0.237931177,1093.300000000,0.546443019
CARTER ROWNEYF,CARTER ROWNEY,F,mistake,DET,-0.070481160,0.489426221,266.8,0.157053195,-0.119920276,0.084875665,0,0.75,3.069253056e-05,20212022,-0.069093944,9.5,0.003631574,0.155356824,277.05,0.546003127
NICO STURMF,NICO STURM,F,mistake,MIN/COL,-0.079935778,-0.206821347,746.133333333,0.069072293,0.259813749,0.143340025,0.160878509,4.516666667,0.001247327,20212022,0.099905924,115.816666667,0.013059836,0.223275803,866.466666667,0.540496316
NICK PAULF,NICK PAUL,F,mistake,OTT,-0.265385899,0.133961137,842.066666667,0.106029291,0.067441202,0.073245958,0.122459999,34.316666667,0.077674602,20212022,-0.098423784,128.900000000,0.045326301,0.338631857,1005.283333333,0.527714706
