Player/Position,Player,Position,Season ,Team,Draw WAR,EV Shoot WAR,EV TOI,EVD WAR,EVO WAR,Pens WAR,PP Shoot WAR,PP TOI,PPO WAR,Season,SH Shoot WAR,SH TOI,SHD WAR,Take WAR,TOI,WAR
BRETT KULAKD,BRETT KULAK,D,mistake,MTL,0.128770069,0.233906780,943.066666667,0.618093296,-0.136273418,0.123682387,0,5.3,0.002783766,20212022,-0.000390772,52.216666667,0.035443974,-0.005087682,1000.583333333,0.877246013
T.J. OSHIEF,T.J. OSHIE,F,mistake,WSH,0.234103177,0.242500408,381.066666667,0.151364996,-0.057934634,0.354788073,0.101026883,94.233333333,0.066741020,20212022,0,7.516666667,0.001251553,0.120684897,482.816666667,0.859738300
ZACH HYMANF,ZACH HYMAN,F,mistake,EDM,0.046873274,0.536469653,823.066666667,-0.326795488,0.842579015,0.149990915,-0.357247867,136.383333333,0.068330626,20212022,0.036227244,94.133333333,-0.090764259,0.103117640,1053.583333333,0.858789838
CARSON SOUCYD,CARSON SOUCY,D,mistake,SEA,-0.150677350,0.757426031,678.116666667,0.378751833,-0.227108092,-0.166044341,-0.034683011,20.45,0.033923183,20212022,0.186219349,65.733333333,-0.078581066,-0.015366991,764.3,0.849903885
YAKOV TRENINF,YAKOV TRENIN,F,mistake,NSH,-0.111366188,0.663293196,748.366666667,-0.050384800,0.295041348,0.067900129,0,13.65,-0.008410461,20212022,-0.144908826,92.866666667,0.017481706,0.179266316,854.883333333,0.840012293
RYAN DONATOF,RYAN DONATO,F,mistake,SEA,-0.003500264,0.984516000,617.933333333,0.059058002,0.037603845,0.175681266,-0.539434151,102.2,0.134145023,20212022,-0.021816162,0.8,1.967037939e-05,0.179181531,720.933333333,0.829773494
DAMON SEVERSOND,DAMON SEVERSON,D,mistake,N.J,-0.224358082,-0.041847146,1087.133333333,0.315694930,0.279704683,-0.362221190,0.512922995,136.033333333,-0.126201520,20212022,-0.006560951,145.083333333,0.257442615,-0.137863107,1368.250000000,0.828934416
TANNER PEARSONF,TANNER PEARSON,F,mistake,VAN,-0.085243783,0.182380972,809.1,0.140716827,0.555989460,0.146238052,-0.229044506,103.383333333,0.047484764,20212022,-0.000588064,35.516666667,-0.019646185,0.231481836,948,0.823531319
RYAN STROMEF,RYAN STROME,F,mistake,NYR,-0.294727612,0.281382991,861.016666667,0.091584261,0.606972580,-0.374937380,-0.014695480,169.633333333,0.312512375,20212022,-0.024954681,30.5,-0.055694096,-0.080209768,1061.15,0.822170572
FILIP HRONEKD,FILIP HRONEK,D,mistake,DET,0.180699410,-0.175888232,1061.383333333,0.176532804,0.158023930,0.528655256,0.115388603,102.6,0.051055953,20212022,-0.002720125,82.766666667,-0.037305943,0.347955846,1246.750000000,0.813742245
CONNOR MCMICHAELF,CONNOR MCMICHAEL,F,mistake,WSH,-0.135083359,-0.018740374,607.633333333,0.293002449,0.484538081,0.059350001,0,5.916666667,-3.250472973e-05,20212022,-0.015669394,0.783333333,-3.243507144e-05,0.194433360,614.333333333,0.802415823
ONDREJ KASEF,ONDREJ KASE,F,mistake,TOR,-0.097056202,0.224862642,578.400000000,-0.121249123,0.029680813,0.024339992,0.451760642,43.1,0.069560580,20212022,0.051194082,63.283333333,0.062398934,0.121396194,684.783333333,0.792548562
RYAN SUTERD,RYAN SUTER,D,mistake,DAL,-0.268212521,0.046714174,1163.433333333,0.120600663,0.255010761,-0.130091993,0.143290663,132.383333333,0.235626485,20212022,-0.004758819,98.183333333,0.119569918,0.138120528,1394,0.785961853
JOEL FARABEEF,JOEL FARABEE,F,mistake,PHI,0.137767583,0.844125455,576.25,-0.303049044,0.034156865,0.251304215,-0.001127417,102.433333333,-0.197136556,20212022,0.108788605,58.983333333,0.045837665,0.113536632,737.666666667,0.782899787
DAVID KAMPFF,DAVID KAMPF,F,mistake,TOR,-0.137836755,0.055154252,749.033333333,0.434913404,-0.261051263,0.069691550,0,3.55,-0.000310887,20212022,0.216505876,152.7,0.267294948,0.207528305,905.283333333,0.782197881
BRAYDEN MCNABBD,BRAYDEN MCNABB,D,mistake,VGK,0.076392066,-0.197910673,903.666666667,0.608554612,0.262787411,0.215225626,0,1.7,0.000346137,20212022,-0.000839561,155.583333333,-0.108297466,0.138833560,1060.95,0.779866085
KRIS LETANGD,KRIS LETANG,D,mistake,PIT,-0.133196543,-0.042146253,1180.633333333,-0.474334641,0.798128405,0.022939579,-0.193058562,202.266666667,0.527570386,20212022,-0.000963147,72.183333333,0.138240430,0.156136122,1455.083333333,0.776376198
EELI TOLVANENF,EELI TOLVANEN,F,mistake,NSH,-0.115231844,0.259016604,668.583333333,0.354919501,0.230710876,0.103137027,-0.346977618,119.716666667,0.173361689,20212022,0,2.516666667,0.000129189,0.218368871,790.816666667,0.774297267
DOUGIE HAMILTOND,DOUGIE HAMILTON,D,mistake,N.J,-0.098823255,0.212942000,741.366666667,-0.250077551,0.789057548,-0.140295983,0.089242313,96.383333333,0.082382665,20212022,-0.015741634,20.666666667,0.005645524,-0.041472728,858.416666667,0.773154882
NICK COUSINSF,NICK COUSINS,F,mistake,NSH,0.203655135,-0.352185455,526.566666667,0.213278304,0.266778470,0.396901566,0.289633981,84.383333333,-0.042081122,20212022,0,1.266666667,7.316392043e-05,0.193246431,612.216666667,0.772398908
VLADISLAV GAVRIKOVD,VLADISLAV GAVRIKOV,D,mistake,CBJ,-0.134301838,-0.139567815,1121.766666667,0.142991859,0.823248557,-0.205084103,0,5.033333333,-0.000342806,20212022,-0.046764288,180.416666667,0.193534457,-0.070782265,1307.216666667,0.768015862
GARNET HATHAWAYF,GARNET HATHAWAY,F,mistake,WSH,0.110307871,0.030133679,716.916666667,0.422600522,0.483510747,-0.121978311,-0.017573443,10.083333333,-0.007579322,20212022,-0.093260786,62.950000000,0.071920646,-0.232286182,789.950000000,0.767773730
J.T. COMPHERF,J.T. COMPHER,F,mistake,COL,-0.072710757,0.363121973,595.883333333,0.320488345,-0.096580789,0.140312262,-0.052403626,87.833333333,0.025740346,20212022,0.120646301,97.566666667,-0.059467997,0.213023019,781.283333333,0.761856816
ANDREAS ATHANASIOUF,ANDREAS ATHANASIOU,F,mistake,L.A,0.020921418,0.775838676,282.55,-0.090778017,0.036473297,0.161334492,-0.126220581,33.416666667,0.003291261,20212022,0,1.333333333,6.691445200e-05,0.140413073,317.3,0.760006042
DREW DOUGHTYD,DREW DOUGHTY,D,mistake,L.A,0.003199644,0.047478075,777.483333333,0.147507299,0.336132606,-0.112788556,0.423042608,122.2,0.027513616,20212022,-0.002203505,77.633333333,-0.112340250,-0.115988200,977.316666667,0.754341893
JACOB BRYSOND,JACOB BRYSON,D,mistake,BUF,0.121596651,-0.128287155,913.1,0.263951849,0.111083919,0.469279460,0.168049733,63.533333333,-0.092369796,20212022,-0.010417245,53.083333333,-0.035290822,0.347682809,1029.716666667,0.745999944
NATHAN BASTIANF,NATHAN BASTIAN,F,mistake,N.J/SEA,-0.115741524,0.403921393,551.05,0.447687886,0.012512871,-0.126990619,-0.064239967,82.500000000,0.093248659,20212022,-0.037552251,15.383333333,0.004048743,-0.011249094,648.933333333,0.732636715
BRENDAN LEMIEUXF,BRENDAN LEMIEUX,F,mistake,L.A,0.070879888,0.512872128,474.600000000,0.114880728,0.274335002,-0.109155410,-0.061558890,6.183333333,0.000148503,20212022,0,0.95,5.809303934e-05,-0.180035298,481.733333333,0.731580153
JUSTIN FAULKD,JUSTIN FAULK,D,mistake,STL,-0.148531043,0.366268432,1038.45,-0.091845377,0.134431004,0.069157140,0.122522562,71.533333333,0.006787914,20212022,-0.001986938,102.666666667,0.124503470,0.217688183,1212.65,0.729838207
ALEX TUCHF,ALEX TUCH,F,mistake,BUF,-0.073680984,-0.206568248,428.266666667,0.179334688,0.538932491,0.057733338,0.037104826,87.516666667,0.201137455,20212022,-0.114188341,53.066666667,0.033434761,0.131414321,568.85,0.726920969
JEAN-GABRIEL PAGEAUF,JEAN-GABRIEL PAGEAU,F,mistake,NYI,-0.099179346,0.167858901,759.9,0.177047791,0.139174445,0.259723422,0.034494716,112.783333333,0.047240849,20212022,0.036569405,101.850000000,-0.139533066,0.358902768,974.533333333,0.722576462
BROCK BOESERF,BROCK BOESER,F,mistake,VAN,-0.172574009,-0.299958141,861.216666667,0.080485530,0.026574256,0.112095319,0.682512696,180.416666667,0.107921040,20212022,0,1.216666667,-3.907922044e-05,0.284669328,1042.85,0.709591621
COLIN BLACKWELLF,COLIN BLACKWELL,F,mistake,SEA,-0.137991496,0.418637223,427.683333333,0.150321960,-0.014169342,0.054469206,-0.054445986,5.866666667,0.006574342,20212022,0.155355596,43.466666667,-0.010982445,0.192460703,477.016666667,0.705760554
COLTON PARAYKOD,COLTON PARAYKO,D,mistake,STL,0.177872741,0.070548376,1212.066666667,0.444182487,-0.401285462,0.558215483,-0.025726027,18.883333333,0.005854503,20212022,-0.004195110,123.85,0.053940342,0.380342742,1354.8,0.701534593
RADKO GUDASD,RADKO GUDAS,D,mistake,FLA,0.105604195,-0.323031623,965.95,0.470352493,0.410413788,-0.000634730,0,3.6,0.004405827,20212022,-0.002561516,125.116666667,0.139147837,-0.106238925,1094.666666667,0.698092076
LUCAS CARLSSOND,LUCAS CARLSSON,D,mistake,FLA,-0.106571230,0.299978269,427.983333333,0.029250603,0.428514362,-0.069160827,-0.005349147,1.683333333,0.001003605,20212022,0,3.15,-0.001490726,0.037410404,432.816666667,0.682746139
K'ANDRE MILLERD,K'ANDRE MILLER,D,mistake,NYR,-0.082892329,0.267534571,1142.35,0.586746090,-0.478849762,0.192131891,0.091663569,28.15,0.000310310,20212022,-0.007569719,80.283333333,0.023990963,0.275024220,1250.783333333,0.675957912
DMITRY KULIKOVD,DMITRY KULIKOV,D,mistake,MIN,0.122458446,0.091749513,906.433333333,0.449994309,0.088802991,0.205723310,0,5.516666667,-0.000205789,20212022,-0.029043261,114.266666667,-0.132518823,0.083264865,1026.216666667,0.674502249
CAM FOWLERD,CAM FOWLER,D,mistake,ANA,-0.199097900,-0.535943470,1121.966666667,0.324853237,0.067331378,0.251619356,0.888765078,123.783333333,-0.007540982,20212022,-0.029306421,172.266666667,-0.290510346,0.450717255,1418.016666667,0.669267831
BRANDON TANEVF,BRANDON TANEV,F,mistake,SEA,-0.075039753,0.149771875,382.166666667,0.165775495,0.032676110,0.052747688,0.305526267,6.433333333,0.001651802,20212022,-0.059328652,39.983333333,0.020056764,0.127787441,428.583333333,0.668877349
GABRIEL CARLSSOND,GABRIEL CARLSSON,D,mistake,CBJ,-0.012407096,0.299142798,333.533333333,0.188393403,0.120940248,0.134662047,0,0.833333333,0.000476885,20212022,0,20.733333333,-0.078057575,0.147069143,355.1,0.665557806
FREDERICK GAUDREAUF,FREDERICK GAUDREAU,F,mistake,MIN,-0.085312101,0.528009453,684.916666667,0.097812388,-0.150125157,0.241580639,-0.048933706,86.233333333,0.039450436,20212022,-0.055148763,79.400000000,0.009721068,0.326892739,850.55,0.662366358
ALEX NEWHOOKF,ALEX NEWHOOK,F,mistake,COL,-0.070554009,0.485393325,628.25,-0.014978544,-0.044975795,0.137627500,0.191628378,71.483333333,-0.092729073,20212022,-0.000434326,6.016666667,-0.000547376,0.208181509,705.75,0.660984089
JACK ROSLOVICF,JACK ROSLOVIC,F,mistake,CBJ,-0.297445150,0.930892040,667.05,-0.276855350,0.058731629,0.027746300,0.021479033,81.383333333,-0.038462599,20212022,-0.015352666,32.183333333,-0.049552079,0.325191450,780.616666667,0.658626309
CALLE JARNKROKF,CALLE JARNKROK,F,mistake,SEA/CGY,-0.168449702,0.611305166,657.3,-0.060291900,-0.130169447,0.254256151,0.133646094,100.133333333,-0.030201451,20212022,-0.042865421,63.283333333,-0.078024824,0.422705853,820.716666667,0.657654368
BOWEN BYRAMD,BOWEN BYRAM,D,mistake,COL,0.007823207,0.321120052,323.45,0.144452053,-0.020113217,0.076753998,0.146194732,20.433333333,-0.016389607,20212022,0,5.233333333,0.004244866,0.068930791,349.116666667,0.656262878
BEN HUTTOND,BEN HUTTON,D,mistake,VGK,-0.070845016,0.318493022,561.266666667,0.248194589,0.008310702,0.087049233,0,0.95,0.000839008,20212022,0,30.216666667,-0.008390888,0.157894248,592.433333333,0.654495666
CALEN ADDISOND,CALEN ADDISON,D,mistake,MIN,0.100618040,0.291794890,178.683333333,0.066370044,0.099517662,0.167472401,-0.006743408,22,0.027637353,20212022,0,0.1,3.218923786e-06,0.066854361,200.783333333,0.646052160
RYAN GRAVESD,RYAN GRAVES,D,mistake,N.J,0.274654251,0.188560097,1031.833333333,-0.007652191,0.295508570,0.446333870,0,3.816666667,0.000481471,20212022,-0.004185646,134.233333333,-0.273197790,0.171679619,1169.883333333,0.645848381
RYAN PULOCKD,RYAN PULOCK,D,mistake,NYI,-0.024461267,0.042145797,627.983333333,0.004228200,0.302908646,0.306446052,-0.053019485,48.833333333,0.042246928,20212022,-0.000421797,31.95,-0.001247351,0.330907319,708.766666667,0.643286991
NICO STURMF,NICO STURM,F,mistake,MIN/COL,-0.098777252,0.105773963,523.766666667,-0.025705749,0.257561791,0.096945841,0.160878509,3.150000000,0.000974011,20212022,0.100882153,89.716666667,-0.054521075,0.195723093,616.633333333,0.642789444
VLADIMIR TARASENKOF,VLADIMIR TARASENKO,F,mistake,STL,-0.124277592,0.775608733,734.8,-0.719147490,0.309184473,0.068773921,-0.010626767,143.666666667,0.219208330,20212022,0,1,-0.000818875,0.193051513,879.466666667,0.642182325
NATHAN WALKERF,NATHAN WALKER,F,mistake,STL,0.016861208,0.499210523,110.466666667,0.059603380,0.002466373,0.078964684,0,0.066666667,1.719440374e-05,20212022,0,0.216666667,-1.585386580e-05,0.062103477,110.75,0.640246301
TYLER SEGUINF,TYLER SEGUIN,F,mistake,DAL,-0.070289143,0.852960127,861.866666667,-0.571840586,0.016728111,0.055248964,-0.104761923,152.95,0.395411848,20212022,0,11.850000000,-0.011055065,0.125538108,1026.666666667,0.632691475
BRAYDEN SCHENNF,BRAYDEN SCHENN,F,mistake,STL,-0.236025268,0.855940574,622.25,-0.413627292,-0.195232533,-0.048899726,0.424656865,95.75,0.016086913,20212022,0,17.1,-0.012274714,0.187125542,735.1,0.626650088
JUSTIN HOLLD,JUSTIN HOLL,D,mistake,TOR,-0.103980337,-0.207818676,897.55,0.421005767,0.105511607,0.057171640,0,3.6,0.000551434,20212022,0.178809764,130.566666667,0.066208339,0.161151977,1031.716666667,0.621439874
JUSTIN DANFORTHF,JUSTIN DANFORTH,F,mistake,CBJ,0.034821967,0.348665839,285.566666667,0.088722490,0.066252994,0.160393758,-0.045620576,3.333333333,0.000962269,20212022,0,1.933333333,4.636618611e-05,0.125571791,290.833333333,0.619423140
TIMOTHY LILJEGREND,TIMOTHY LILJEGREN,D,mistake,TOR,-0.095422593,-0.123007564,643.483333333,0.197201032,0.477831396,0.039328814,0,0.933333333,0.000361297,20212022,-0.002058268,47.833333333,0.024544556,0.134751407,692.25,0.614201263
STEVEN LORENTZF,STEVEN LORENTZ,F,mistake,CAR,-0.104790903,-0.045566101,600.083333333,0.191938412,0.346585466,0.097352821,0,2.466666667,-0.000448876,20212022,0,25.533333333,0.020423292,0.202143724,628.083333333,0.610285015
PATRIC HORNQVISTF,PATRIC HORNQVIST,F,mistake,FLA,0.002761872,-0.330714491,519.316666667,0.145220478,0.461924480,0.247746845,-0.145968837,117.816666667,0.231972622,20212022,0,0.450000000,-1.589344761e-05,0.244984973,637.583333333,0.610165203
NATE SCHMIDTD,NATE SCHMIDT,D,mistake,WPG,0.030425554,-0.172276320,1105.866666667,-0.043208316,0.239388310,0.491382828,-0.007980127,108.616666667,0.087710024,20212022,-0.000960519,33.15,0.015602166,0.460957275,1247.633333333,0.609658047
NIKITA KUCHEROVF,NIKITA KUCHEROV,F,mistake,T.B,-0.077879273,0.224631447,405,-0.225297109,0.268254843,0.055478658,-0.049909800,100.416666667,0.336274875,20212022,0,0,0,0.133357931,505.416666667,0.609432913
BROCK MCGINNF,BROCK MCGINN,F,mistake,PIT,-0.098691128,0.623507995,719.483333333,-0.018807665,0.072678586,0.179584598,0,2.85,-0.000620875,20212022,-0.079959071,108.416666667,-0.167988062,0.278275726,830.75,0.608395507
TJ BRODIED,TJ BRODIE,D,mistake,TOR,-0.133316930,0.370369117,1160.216666667,0.484285265,-0.645845695,0.168962469,0,8.95,0.007604385,20212022,-0.000993525,134.05,0.220035292,0.302279399,1303.216666667,0.604417309
KAILER YAMAMOTOF,KAILER YAMAMOTO,F,mistake,EDM,0.183907818,0.534759882,893.916666667,-0.277819741,-0.333466495,0.373417909,0.081466572,46.133333333,0.123930884,20212022,0.128738902,66.9,-0.034588550,0.189510091,1006.95,0.596439364
DERICK BRASSARDF,DERICK BRASSARD,F,mistake,PHI,-0.038864948,0.512497847,362.383333333,0.079068248,-0.033972668,0.015324237,-0.042165807,67.6,0.064890957,20212022,0,1.15,0.000184618,0.054189185,431.133333333,0.595827431
COREY PERRYF,COREY PERRY,F,mistake,T.B,0.249448619,-0.346510164,700.1,0.044251922,0.485535024,0.178873124,0.081595607,109.5,0.144104882,20212022,0,1.133333333,7.249115098e-05,-0.070575495,810.733333333,0.587922886
CONNOR MURPHYD,CONNOR MURPHY,D,mistake,CHI,0.056405262,0.420078588,1063.5,0.576615646,-0.545638310,0.051945817,0,4.15,-0.000329695,20212022,-0.001751207,150.65,0.079212682,-0.004459445,1218.3,0.580133522
OLIVER EKMAN-LARSSOND,OLIVER EKMAN-LARSSON,D,mistake,VAN,0.161153075,-0.315654447,1099.016666667,0.243592330,0.319754722,0.287774259,0.214074598,110.066666667,-0.091701738,20212022,-0.031223904,117.050000000,-0.054634624,0.126621183,1326.133333333,0.571981194
COLE CAUFIELDF,COLE CAUFIELD,F,mistake,MTL,0.062161674,0.425016852,602.033333333,-0.416711331,0.306416679,0.363885580,-0.192512110,136.066666667,0.084691379,20212022,0,0.666666667,-8.364630805e-06,0.301723906,738.766666667,0.570778685
NICK PAULF,NICK PAUL,F,mistake,OTT,-0.265385899,0.133961137,842.066666667,0.037702645,0.108968748,0.073245958,0.122459999,34.316666667,0.069762499,20212022,-0.098423784,128.900000000,0.120233360,0.338631857,1005.283333333,0.567910561
YEGOR SHARANGOVICHF,YEGOR SHARANGOVICH,F,mistake,N.J,-0.200557520,0.307029154,768.316666667,-0.205161488,0.570083642,0.181400901,-0.014434160,68.916666667,-0.089267101,20212022,-0.117406538,44.616666667,-0.065146878,0.381958420,881.85,0.567097531
JOHAN LARSSONF,JOHAN LARSSON,F,mistake,ARI,-0.079419888,0.337442158,424.283333333,0.255732793,0.035711330,-0.131987524,0.135126784,31.416666667,-0.009098489,20212022,-0.006569948,52.65,-0.049562105,-0.052567636,508.35,0.566795001
MATT NIETOF,MATT NIETO,F,mistake,S.J,0.096253147,0.257468552,657.600000000,0.145629983,-0.238831491,0.401631298,0,4.866666667,-0.002633932,20212022,-0.069200256,82.816666667,0.068538541,0.305378151,745.283333333,0.562602695
SAM CARRICKF,SAM CARRICK,F,mistake,ANA,-0.031562557,0.464052445,512.783333333,0.203852709,0.088928504,-0.130148710,-0.009707058,7.000000000,-0.001904278,20212022,-0.083242190,40.3,0.030632173,-0.098586153,560.083333333,0.562463596
GERRY MAYHEWF,GERRY MAYHEW,F,mistake,PHI,-0.007672860,0.453432289,284.15,0.088026797,-0.104709270,-0.026839610,0.135981455,16.083333333,0.015416793,20212022,0,0.083333333,-1.408773679e-05,-0.019166750,300.316666667,0.561294367
PHILIP TOMASINOF,PHILIP TOMASINO,F,mistake,NSH,-0.145237412,-0.108423226,564.233333333,0.208900198,0.129583325,0.022523097,0.365080655,69.433333333,-0.063098248,20212022,0,0,0,0.167760510,633.666666667,0.554565801
RUDOLFS BALCERSF,RUDOLFS BALCERS,F,mistake,S.J,-0.172299829,0.359694364,550.816666667,0.126634967,0.238631153,-0.090726497,-0.080204581,12.45,0.005729881,20212022,-0.020094898,50.5,0.014315117,0.081573332,613.766666667,0.553979506
EVGENY SVECHNIKOVF,EVGENY SVECHNIKOV,F,mistake,WPG,-0.092149163,0.187222297,566.533333333,0.368770881,0.179830038,-0.186127790,0,1.616666667,0.000840059,20212022,0,0.15,-1.381635145e-05,-0.093978627,568.3,0.550521669
PIERRE-EDOUARD BELLEMAREF,PIERRE-EDOUARD BELLEMARE,F,mistake,T.B,-0.252809105,0.236448472,676.850000000,0.438311276,-0.124657831,-0.007710972,0,3.266666667,0.000394233,20212022,0.096144799,158.366666667,-0.089616730,0.245098133,838.483333333,0.549313247
REM PITLICKF,REM PITLICK,F,mistake,MTL/MIN,-0.111305180,1.133168114,536.9,-0.428800339,0.157692488,-0.141956354,-0.073020244,54.983333333,-0.072911677,20212022,-0.011399190,22.45,-0.019768564,-0.030651174,614.333333333,0.543004233
MARK PYSYKD,MARK PYSYK,D,mistake,BUF,-0.190683788,-0.109644381,945.95,0.474235250,-0.100952900,0.145172029,0,2.733333333,0.000563562,20212022,0,130.45,0.123410949,0.335855817,1079.133333333,0.532784510
DEREK STEPANF,DEREK STEPAN,F,mistake,CAR,-0.103987559,0.246602791,433.05,0.078687333,0.271490497,-0.020321418,0,2.066666667,-0.000124898,20212022,-0.059809495,48.583333333,0.013914957,0.083666140,483.7,0.530439767
CALEB JONESD,CALEB JONES,D,mistake,CHI,0.075517932,0.298568897,577.566666667,0.070730554,-0.220096367,0.203695187,0.158509571,13.95,0.006296586,20212022,0,15.916666667,0.005197293,0.128177254,607.433333333,0.522901721
JASON SPEZZAF,JASON SPEZZA,F,mistake,TOR,-0.166855155,0.430472986,514.5,-0.125503270,0.076358113,-0.241151326,0.303899481,80.016666667,0.081108271,20212022,0,8.883333333,-0.006831441,-0.074296170,603.4,0.518352813
VINCENT TROCHECKF,VINCENT TROCHECK,F,mistake,CAR,0.077752215,0.242590574,774.866666667,-0.159983138,0.425608931,-0.243457979,0.199627056,185.633333333,0.225182518,20212022,-0.193291605,105.716666667,0.020447781,-0.321210193,1066.216666667,0.516724138
VICTOR RASKF,VICTOR RASK,F,mistake,MIN,-0.124145446,0.400578132,298.4,0.149662605,-0.025019585,0.010940467,-0.015837837,8.516666667,-0.004340498,20212022,0,0.883333333,-0.000330618,0.135085913,307.800000000,0.515652666
BRENDAN SMITHD,BRENDAN SMITH,D,mistake,CAR,0.081963604,0.371254204,395.916666667,0.007135641,0.048121087,0.042309922,-0.021486823,0.383333333,0.000210993,20212022,-0.000353445,32.6,0.068088429,-0.039653682,428.900000000,0.515280008
ARTHUR KALIYEVF,ARTHUR KALIYEV,F,mistake,L.A,-0.234645604,-0.115678672,673.366666667,0.247891840,0.306641326,-0.121482472,0.177394485,130.4,0.018122108,20212022,0,0.133333333,-1.986364000e-05,0.113163133,803.9,0.512868752
PIUS SUTERF,PIUS SUTER,F,mistake,DET,-0.312791437,0.182119585,827.266666667,-0.074754279,0.458988978,-0.001112806,-0.395676677,92.816666667,0.041572837,20212022,0.192583069,104.033333333,0.104303239,0.311678630,1024.116666667,0.508023946
CARTER ROWNEYF,CARTER ROWNEY,F,mistake,DET,-0.070481160,0.489426221,266.8,0.121523598,-0.126054816,0.084875665,0,0.75,2.833523647e-05,20212022,-0.069093944,9.5,0.003526953,0.155356824,277.05,0.504232013
JONATHAN DAHLENF,JONATHAN DAHLEN,F,mistake,S.J,-0.197460760,0.120795479,634.35,-0.280633363,0.299913664,0.026057363,0.178588753,97.133333333,0.155229727,20212022,0,1.616666667,0.000133348,0.223518123,733.1,0.500084972
ERIK JOHNSOND,ERIK JOHNSON,D,mistake,COL,-0.145544863,0.238564601,874.416666667,0.054052559,0.248748594,0.061672017,-0.037919842,10.666666667,-0.000388075,20212022,0.125275706,163.083333333,-0.191671853,0.207216881,1048.166666667,0.498333708
IVAN BARBASHEVF,IVAN BARBASHEV,F,mistake,STL,-0.131590148,0.646795205,806.950000000,-0.893922966,0.265873216,-0.040734659,0.488804122,87.7,-0.126889174,20212022,0.063104538,70.166666667,0.081738883,0.090855489,964.816666667,0.484769165
ERIK CERNAKD,ERIK CERNAK,D,mistake,T.B,0.252188720,-0.134848795,549,0.384793452,0.057901653,0.290833802,0,3.966666667,-0.000196315,20212022,-0.001446533,98.733333333,-0.112634097,0.038645082,651.7,0.484403166
CURTIS LAZARF,CURTIS LAZAR,F,mistake,BOS,-0.011870582,0.202377991,512.433333333,0.198126837,0.068030249,0.171170130,-0.022869772,1.733333333,0.000964389,20212022,-0.131565520,79.85,-0.002887065,0.183040713,594.016666667,0.483347239
DEREK FORBORTD,DEREK FORBORT,D,mistake,BOS,-0.030811175,0.513827015,859.416666667,0.382737328,-0.607302001,0.148001251,0,2.466666667,-0.000254119,20212022,-0.002361772,177.383333333,0.047321194,0.178812425,1039.266666667,0.481968895
MARK FRIEDMAND,MARK FRIEDMAN,D,mistake,PIT,0.195386808,-0.063191590,250.433333333,-0.002341995,0.252288248,0.262248435,0,0.9,0.000407822,20212022,-0.000568599,21.633333333,0.032328071,0.066861627,272.966666667,0.481170391
RYAN LINDGREND,RYAN LINDGREN,D,mistake,NYR,-0.009639727,0.155432035,1042.133333333,0.587937691,-0.390828572,0.004450649,0,4.683333333,0.000314152,20212022,-0.000419297,135,0.122248204,0.014090376,1181.816666667,0.479134863
DYLAN COZENSF,DYLAN COZENS,F,mistake,BUF,-0.041252108,0.755045235,802.216666667,-0.148442769,0.056603861,0.122021497,-0.036269353,114.383333333,-0.217752161,20212022,-0.065661882,19.066666667,0.011157168,0.163273605,935.666666667,0.476701595
DANTE FABBROD,DANTE FABBRO,D,mistake,NSH,0.022137255,-0.328544950,921.15,0.437536318,0.288940997,0.117116487,-0.007470738,7.916666667,0.002713664,20212022,-0.000764289,47.516666667,-0.033003931,0.094979232,976.583333333,0.476523559
ETHAN BEARD,ETHAN BEAR,D,mistake,CAR,-0.074368791,0.260179724,684.516666667,-0.080047898,0.349856541,-0.017410597,-0.079328174,23.8,0.027845840,20212022,-0.016215739,50.783333333,0.028621711,0.056958194,759.100000000,0.473501408
BRIAN BOYLEF,BRIAN BOYLE,F,mistake,PIT,-0.083980459,0.334500789,426.55,0.002298327,-0.058697495,0.055891562,0,3.266666667,-0.000566435,20212022,0.141668183,87.216666667,-0.001872518,0.139872021,517.033333333,0.473222413
BRADY SKJEID,BRADY SKJEI,D,mistake,CAR,-0.087455739,0.349260153,1108.583333333,-0.041095142,0.276367156,-0.140424575,-0.005442258,7.816666667,0.000408856,20212022,-0.054379301,152.916666667,0.084011144,-0.052968836,1269.316666667,0.468706032
BLAKE LIZOTTEF,BLAKE LIZOTTE,F,mistake,L.A,0.128229662,0.368702218,617.933333333,-0.057358829,0.030828557,0.061840456,-0.020040328,8.833333333,-0.000589547,20212022,0.060379897,57.633333333,0.020740302,-0.066389206,684.4,0.464502726
MIKHAIL SERGACHEVD,MIKHAIL SERGACHEV,D,mistake,T.B,-0.199214183,0.005023357,1058.4,0.177343841,0.199128677,-0.066267291,0.048409837,90.65,0.006556558,20212022,-0.010346129,117.083333333,0.102038759,0.132946892,1266.133333333,0.461887609
WILLIAM CARRIERF,WILLIAM CARRIER,F,mistake,VGK,-0.103810511,-0.288089021,613.283333333,0.093949352,0.785434238,-0.090283973,-0.023149988,4.233333333,0.000171417,20212022,-0.029835658,8.7,0.001411191,0.013526539,626.216666667,0.449607557
ANTHONY MANTHAF,ANTHONY MANTHA,F,mistake,WSH,-0.148135386,0.355439269,242.016666667,0.018951383,0.212163995,-0.102517060,-0.067676452,39.183333333,0.029715428,20212022,0,0.85,4.612609372e-05,0.045618326,282.05,0.446122689
ALEX KERFOOTF,ALEX KERFOOT,F,mistake,TOR,0.152016861,0.340536720,808.3,0.119098481,-0.273115912,0.408012645,0,4.35,0.002038857,20212022,-0.190254610,112.166666667,0.038546052,0.255995784,924.816666667,0.444862233
