Player/Position,Player,Position,Season ,Team,Draw WAR,EV Shoot WAR,EV TOI,EVD WAR,EVO WAR,Pens WAR,PP Shoot WAR,PP TOI,PPO WAR,Season,SH Shoot WAR,SH TOI,SHD WAR,Take WAR,TOI,WAR
TREY FIX-WOLANSKYF,TREY FIX-WOLANSKY,F,mistake,CBJ,0,0.114659264,37.516666667,-0.003004214,0.009116194,0,0,0,0,20212022,0,0,0,0,37.516666667,0.120771243
DENIS GURIANOVF,DENIS GURIANOV,F,mistake,DAL,-0.198549581,0.038518732,688.9,-0.112694369,0.278043262,-0.008844236,0.129701653,117.466666667,-0.205195067,20212022,0,0.233333333,-1.366144210e-05,0.189705346,806.6,0.119516313
A.J. GREERF,A.J. GREER,F,mistake,N.J,0.141101531,-0.032308596,17.05,-0.003309657,0.004407020,0.150662382,0,0,0,20212022,0,0,0,0.009560851,17.05,0.119451149
JESSE YLONENF,JESSE YLONEN,F,mistake,MTL,-0.047032525,0.090701744,78.783333333,0.014705312,0.041981390,-0.034331117,0,10.583333333,0.006328479,20212022,0,0.183333333,-2.731490932e-05,0.012701409,89.55,0.119358493
RAFAEL HARVEY-PINARDF,RAFAEL HARVEY-PINARD,F,mistake,MTL,0,0.149490014,32.566666667,-0.011719072,0.012510774,0,-0.038686443,7.116666667,0.006313238,20212022,0,0.75,-0.000232172,0,40.433333333,0.117676339
MARTIN FEHERVARYD,MARTIN FEHERVARY,D,mistake,WSH,-0.026545964,0.336368652,1067.416666667,-0.634677146,0.067325652,0.208721735,-0.013634993,2.266666667,0.001128925,20212022,0.182697693,104.616666667,-0.030347981,0.235267698,1174.3,0.117582537
NICK MERKLEYF,NICK MERKLEY,F,mistake,S.J,-0.020346509,0.056304344,99.216666667,0.006669473,0.026131198,0.041429861,-0.007491688,10.9,-0.006271786,20212022,0,0.05,-8.513088771e-06,0.061776371,110.166666667,0.116762890
BLAKE COMEAUF,BLAKE COMEAU,F,mistake,DAL,-0.035775532,0.160560051,62.016666667,0.029351245,-0.001663410,-0.072607034,0,0.05,4.248122776e-06,20212022,0,6.05,0.000660412,-0.036831502,68.116666667,0.116305513
BRETT LEASONF,BRETT LEASON,F,mistake,WSH,-0.169187540,0.095438493,321.583333333,0.072990536,0.010344435,-0.063578246,0,0.533333333,5.057156563e-05,20212022,0,0.016666667,-2.939037250e-06,0.105609294,322.133333333,0.115242851
IAN COLED,IAN COLE,D,mistake,CAR,-0.051815731,0.036214857,822.55,0.320479866,0.041218271,-0.526838788,0,2.6,0.000882747,20212022,-0.000374334,147.066666667,0.242112360,-0.475023057,972.216666667,0.113694979
MARK GIORDANOD,MARK GIORDANO,D,mistake,SEA,-0.130806789,-0.082802927,905.083333333,0.374331908,-0.196302535,-0.100592356,-0.247832274,149.866666667,-0.037315466,20212022,0.316571741,85.716666667,0.087565345,0.030214434,1140.666666667,0.113623436
ALIAKSEI PROTASF,ALIAKSEI PROTAS,F,mistake,WSH,-0.090652599,-0.071968872,355.1,0.077437290,0.072357896,0.126293678,-0.062942563,31.383333333,-0.028146973,20212022,0,0.4,-4.474123704e-05,0.216946277,386.883333333,0.112985715
TROY STECHERD,TROY STECHER,D,mistake,DET,-0.059197120,0.099490635,232.483333333,0.075239323,-0.048664875,-0.009255189,-0.010173964,3.683333333,0.000728968,20212022,0,4.25,0.000762675,0.049941930,240.416666667,0.108127574
NICK SEELERD,NICK SEELER,D,mistake,PHI,0.289360818,0.008503115,470.200000000,-0.040247573,-0.172071281,0.287046558,0,2.5,0.000809110,20212022,0,28.033333333,0.021823337,-0.002314260,500.733333333,0.105863265
NICOLAS HAGUED,NICOLAS HAGUE,D,mistake,VGK,-0.011523378,-0.071439362,860.866666667,0.062025174,0.286312250,-0.112249560,-0.114299784,20.083333333,0.021650527,20212022,-0.018963796,79.983333333,0.052047677,-0.100726182,960.933333333,0.105083125
GUSTAV LINDSTROMD,GUSTAV LINDSTROM,D,mistake,DET,-0.024970137,0.014329574,633.716666667,0.041900188,-0.116327675,0.119441005,-0.005757356,2.4,0.001187073,20212022,-0.001227883,74.716666667,0.051536320,0.144411141,710.833333333,0.105081245
DRAKE CAGGIULAF,DRAKE CAGGIULA,F,mistake,BUF,-0.024029753,0.155491888,228.9,-0.025915182,-0.036026190,0.046756734,-0.014954415,1.916666667,0.000254807,20212022,-0.018913547,29.216666667,-0.002530066,0.070786487,260.033333333,0.104164028
TARO HIROSEF,TARO HIROSE,F,mistake,DET,-0.022566509,-0.011602583,40.35,-0.000842414,-0.003448913,-0.035986878,0.149860176,2.616666667,0.003455080,20212022,0,0,0,-0.013420370,42.966666667,0.101434468
RADIM ZOHORNAF,RADIM ZOHORNA,F,mistake,PIT,-0.027927035,0.067414527,117.65,0.061056724,0.000868868,0.004428792,-0.045141945,6.950000000,0.010906071,20212022,0,0,0,0.032355827,124.6,0.099533037
ALEC REGULAD,ALEC REGULA,D,mistake,CHI,0.051534000,-0.001918512,84.283333333,0.019082770,-0.005552989,0.101132189,-0.015592289,7.583333333,-0.000947251,20212022,0,3.55,0.001868052,0.049598188,95.416666667,0.098071970
JAMES VAN RIEMSDYKF,JAMES VAN RIEMSDYK,F,mistake,PHI,-0.317339866,-0.095694045,798.35,-0.298348833,0.097653058,-0.040857879,0.239220462,162.433333333,0.193202647,20212022,0,0.566666667,-5.543478530e-05,0.276481987,961.35,0.095119977
MORGAN RIELLYD,MORGAN RIELLY,D,mistake,TOR,-0.132031068,-0.136665860,1156.533333333,-1.088319342,0.736296619,0.134186905,0.173401396,168.783333333,0.241110715,20212022,-0.025301552,125.033333333,0.057165808,0.266217972,1450.35,0.091874689
ZACH PARISEF,ZACH PARISE,F,mistake,NYI,-0.157126068,-0.038327777,697.916666667,-0.016562817,0.533168044,-0.044084096,-0.438193295,95.933333333,0.044881393,20212022,0.061033073,76.733333333,-0.010938395,0.113041972,870.583333333,0.090976130
LOGAN BROWNF,LOGAN BROWN,F,mistake,STL,-0.082207454,0.191658369,212.533333333,-0.067615297,0.100090594,-0.029411816,-0.065610544,14.000000000,-0.000493788,20212022,-0.038537524,1.416666667,-0.000228510,0.052795638,227.95,0.089851482
JOSH MAHURAD,JOSH MAHURA,D,mistake,ANA,0.064570380,0.002889750,338.216666667,-0.097040802,0.007426995,0.170010301,0,1.716666667,0.001370494,20212022,0,7.25,0.004738426,0.105439921,347.183333333,0.089395164
JACKSON CATESF,JACKSON CATES,F,mistake,PHI,0,0.102505700,93.383333333,-0.019630099,0.008181149,0,0,0.316666667,6.146087868e-05,20212022,0,5.35,-0.002166142,0,99.050000000,0.088952069
MIKAEL GRANLUNDF,MIKAEL GRANLUND,F,mistake,NSH,0.167698324,0.095512601,886.233333333,-0.082165520,-0.236649931,0.492134775,0.073985160,183.316666667,-0.020427182,20212022,-0.030516835,111.116666667,-0.203675360,0.324436451,1180.666666667,0.088197707
ALEX WENNBERGF,ALEX WENNBERG,F,mistake,SEA,-0.226115746,0.180509922,898.016666667,0.125305331,-0.027813535,0.000637739,-0.094895259,126.300000000,-0.095769449,20212022,-0.000704456,49.05,-0.003047761,0.226753485,1073.366666667,0.084222532
MATTIAS JANMARKF,MATTIAS JANMARK,F,mistake,VGK,-0.107001849,-0.071910607,596.8,-0.057640714,-0.110007403,0.122889839,-0.098412068,21.5,0.002987298,20212022,0.253646170,59.266666667,0.041051899,0.229891688,677.566666667,0.082604414
HENRIK BORGSTROMF,HENRIK BORGSTROM,F,mistake,CHI,-0.127294726,0.157577117,425.533333333,0.297082627,0.003238489,-0.246367419,-0.138620758,30.2,0.009636843,20212022,0,0.916666667,-1.930113983e-05,-0.119072693,456.65,0.082527599
BRAD MALONEF,BRAD MALONE,F,mistake,EDM,0.010535819,0.078717844,45.1,-0.006059655,0.010984021,0.001825781,0,0.366666667,7.135706924e-05,20212022,0,5.9,-0.003460557,-0.008710038,51.366666667,0.082078790
GABRIEL FORTIERF,GABRIEL FORTIER,F,mistake,T.B,0.063916605,-0.006518515,92.433333333,0.021682826,0.024793314,0.040804878,0,0.15,2.033293608e-05,20212022,0,0,0,-0.023111727,92.583333333,0.080782836
DOMINIK KUBALIKF,DOMINIK KUBALIK,F,mistake,CHI,-0.058781970,-0.321625176,789.566666667,-0.074616567,0.029623276,0.256989490,-0.032093864,106.616666667,0.218686123,20212022,0,1.433333333,0.000191718,0.315771460,897.616666667,0.077155000
ARTTU RUOTSALAINENF,ARTTU RUOTSALAINEN,F,mistake,BUF,-0.073979169,0.124875983,189.566666667,-0.032287997,0.073399798,-0.067482763,-0.011093120,14.533333333,-0.015242268,20212022,0,8.183333333,0.004975109,0.006496407,212.283333333,0.077144743
SAMI NIKUD,SAMI NIKU,D,mistake,MTL,-0.010992667,-0.039109546,166.150000000,0.026925155,0.056268198,0.053895093,-0.027976358,27.25,0.004906255,20212022,0,3.6,0.001953349,0.064887760,197.000000000,0.076862146
MARC STAALD,MARC STAAL,D,mistake,DET,0.036283007,-0.027231103,796,0.151390068,-0.047792631,0.138913454,0,2.983333333,0.000388019,20212022,-0.001515469,120.15,-0.138118003,0.102630447,919.133333333,0.076034335
MARK JANKOWSKIF,MARK JANKOWSKI,F,mistake,BUF,0.054123423,0.167339084,215.633333333,0.015124321,-0.043320861,0.121573425,0,1.433333333,4.797207646e-05,20212022,-0.051528802,37.016666667,-0.134586050,0.067450002,254.083333333,0.074649089
VINCE DUNND,VINCE DUNN,D,mistake,SEA,0.096103929,0.293644997,1003.116666667,-0.330746534,-0.183515071,0.122463132,0.239911313,124.666666667,-0.066391666,20212022,0,5.466666667,-0.000994912,0.026359203,1133.25,0.074371260
SEAN DAYD,SEAN DAY,D,mistake,T.B,0.069754812,-0.004561223,21.1,-0.001806001,-0.000428148,0.080887331,0,0,0,20212022,0,0.316666667,1.754441700e-05,0.011132519,21.416666667,0.074109503
MICHAL KEMPNYD,MICHAL KEMPNY,D,mistake,WSH,0.066744010,0.101927072,170.783333333,0.014015457,-0.030168231,-0.024142455,0,0.216666667,0.000112903,20212022,0,15.000000000,0.010416195,-0.090886465,186,0.072160942
JONATHAN TOEWSF,JONATHAN TOEWS,F,mistake,CHI,-0.125695658,-0.010655253,650.950000000,0.111483587,0.321570381,-0.118700555,-0.077733943,155.75,-0.090476059,20212022,0.108670572,75.466666667,-0.173137670,0.006995103,882.166666667,0.071021061
MATTHEW HIGHMOREF,MATTHEW HIGHMORE,F,mistake,VAN,-0.021755255,-0.070310831,424.066666667,0.010527851,-0.049834446,0.054219213,0.133211825,4.416666667,0.001132152,20212022,-0.013767879,41.5,0.005636918,0.075974468,469.983333333,0.070814803
CHANDLER STEPHENSONF,CHANDLER STEPHENSON,F,mistake,VGK,-0.178984955,0.797392579,894.8,-0.352002061,-0.124833715,0.002525722,0.075824084,133.266666667,-0.039535656,20212022,0.005210401,98.416666667,-0.294893460,0.181510677,1126.483333333,0.069687895
JAYCOB MEGNAD,JAYCOB MEGNA,D,mistake,S.J,-0.111384972,0.055275350,415.733333333,0.090606412,0.039827422,-0.101326443,-0.004546829,1.366666667,0.000470357,20212022,0,35.266666667,-0.011454584,0.010058529,452.366666667,0.068851686
GUSTAV FORSLINGD,GUSTAV FORSLING,D,mistake,FLA,-0.120227228,-0.278789798,959.683333333,0.045071759,0.254210753,0.187765571,0,11.166666667,-0.000665840,20212022,-0.039846339,126.85,-0.100412355,0.307992799,1097.7,0.067333753
JEFF PETRYD,JEFF PETRY,D,mistake,MTL,-0.111427333,0.349078212,987.966666667,-0.230557744,0.248407268,-0.005415073,-0.132287043,102.6,-0.027263046,20212022,-0.003315788,123.75,-0.132150408,0.106012260,1214.316666667,0.066496378
JAMES NEALF,JAMES NEAL,F,mistake,STL,-0.043739234,-0.036208681,192.383333333,0.083485969,-0.015666174,0.083065879,-0.091752116,33.65,0.043185933,20212022,0,0.1,-1.030412194e-05,0.126805113,226.133333333,0.066100506
PETTERI LINDBOHMD,PETTERI LINDBOHM,D,mistake,FLA,0.021472388,-0.012104371,65.15,0.010324447,0.012071122,0.055337771,0,0,0,20212022,0,0,0,0.033865383,65.15,0.065628969
BORIS KATCHOUKF,BORIS KATCHOUK,F,mistake,T.B/CHI,0.167805621,-0.341229614,379.3,0.103497769,0.061827709,0.239116151,0,2.45,-0.000433903,20212022,-0.004536954,13.016666667,0.006149899,0.071310530,394.766666667,0.064391057
MAX JONESF,MAX JONES,F,mistake,ANA,0.064655287,-0.013331407,17.6,-0.000937385,0.002390029,0.075730173,0,0.016666667,9.376348694e-06,20212022,0,2.133333333,1.211717176e-05,0.011074886,19.75,0.063872903
AUSTIN STRANDD,AUSTIN STRAND,D,mistake,L.A,0.007749326,-0.049689532,112.25,0.029490318,0.021131839,0.070585249,0,0.383333333,0.000212957,20212022,0,8.25,-0.008262948,0.062835923,120.883333333,0.063467883
MATIAS MACCELLIF,MATIAS MACCELLI,F,mistake,ARI,-0.062841336,0.147470518,109.016666667,-0.053882572,0.002860148,-0.033261240,0,10.633333333,-3.035787406e-05,20212022,0,0,0,0.029580096,119.65,0.063156496
MATTHEW PECAF,MATTHEW PECA,F,mistake,STL,0.049730579,-0.021970352,47.15,0.005906597,0.001329294,0.076740218,0,0,0,20212022,0,1.016666667,-5.548026744e-05,0.027009639,48.166666667,0.061950277
ANTHONY BEAUVILLIERF,ANTHONY BEAUVILLIER,F,mistake,NYI,-0.197190812,-0.773330269,821.683333333,-0.250774523,0.465532327,0.296254125,0.210499404,102.133333333,0.115660934,20212022,-0.006788770,23.05,0.003427235,0.493444937,946.866666667,0.060480463
SEAN KURALYF,SEAN KURALY,F,mistake,CBJ,-0.238617713,0.349325684,802.383333333,0.270675669,0.180769040,-0.378734672,0,7.283333333,-0.003355556,20212022,-0.091517093,144.65,-0.266695053,-0.140116959,954.316666667,0.060468018
FILIP ZADINAF,FILIP ZADINA,F,mistake,DET,0.010629853,-0.511209232,727.533333333,-0.500698483,0.516715969,0.404887135,0.153691064,109.216666667,-0.003167750,20212022,0,0.133333333,-9.029773297e-06,0.394257283,836.883333333,0.060209673
COLE PERFETTIF,COLE PERFETTI,F,mistake,WPG,-0.058427598,0.060353729,230.983333333,0.071688898,-0.008216500,0.084059928,-0.158919624,22.966666667,0.010861610,20212022,0,0.15,-2.316027298e-05,0.142487526,254.1,0.059804881
JANI HAKANPAAD,JANI HAKANPAA,D,mistake,DAL,-0.008868229,-0.229657696,802.3,0.512007215,-0.267781853,-0.096442611,0,2.583333333,0.000832125,20212022,-0.002159380,145.266666667,0.141749925,-0.087574382,950.15,0.058547725
BRANDON MONTOURD,BRANDON MONTOUR,D,mistake,FLA,0.154063082,0.130291445,929.366666667,-0.521004226,0.305177378,-0.012795323,0.086962223,84.483333333,0.030075385,20212022,0,36.366666667,0.038063781,-0.166858406,1050.216666667,0.056770663
RILEY TUFTEF,RILEY TUFTE,F,mistake,DAL,-0.037517477,0.080541361,70.55,0.019886032,-0.010513194,-0.034975057,0,0.883333333,9.779639125e-05,20212022,0,0,0,0.002542420,71.433333333,0.055036938
JONAS RONDBJERGF,JONAS RONDBJERG,F,mistake,VGK,-0.045157300,-0.002744636,214.95,0.070251329,-0.028332978,0.045647759,-0.017187333,0.75,0.000136827,20212022,0,13.133333333,-0.014948266,0.090805059,228.833333333,0.052822703
DANIEL SPRONGF,DANIEL SPRONG,F,mistake,WSH,-0.237208967,0.074769802,546.283333333,-0.183342824,0.382308103,-0.053897224,-0.090665161,47.533333333,-0.077485888,20212022,0,0.683333333,5.144611193e-06,0.183311744,594.500000000,0.051691953
GREGORY HOFMANNF,GREGORY HOFMANN,F,mistake,CBJ,-0.006972580,-0.048359169,279.7,0.083468683,0.042547518,0.010627087,-0.025954966,13.683333333,-0.010472393,20212022,0,5.6,-0.000207937,0.017599667,298.983333333,0.051648825
BRENT BURNSD,BRENT BURNS,D,mistake,S.J,-0.163088524,-0.116181131,1241.9,-0.315413703,0.035576154,0.131180266,0.238121310,170.066666667,0.234669195,20212022,-0.004062752,164.516666667,-0.152716590,0.294268790,1576.483333333,0.051172748
SCOTT REEDYF,SCOTT REEDY,F,mistake,S.J,0.063659366,0.031338353,140.416666667,0.036396284,-0.059549904,0.118389268,-0.059461975,23.95,-0.017235390,20212022,0,0.133333333,-2.116494066e-05,0.054729902,164.5,0.049855471
MATT IRWIND,MATT IRWIN,D,mistake,WSH,0,-0.054358945,162.766666667,0.026032283,0.080113869,0,0,0.183333333,9.683663475e-05,20212022,0,9.566666667,-0.002643147,0,172.516666667,0.049240897
JANNE KUOKKANENF,JANNE KUOKKANEN,F,mistake,N.J,-0.068166282,-0.037135559,504.333333333,-0.216365791,-0.143921386,0.094874214,0.177017118,9.833333333,-0.004539333,20212022,0.103172579,44.183333333,0.071504154,0.163040496,558.350000000,0.044605994
THOMAS HICKEYD,THOMAS HICKEY,D,mistake,NYI,0.027935851,0,32.683333333,-0.006826754,-0.000144527,0.048156318,0,0.216666667,0.000129025,20212022,0,6,0.001289250,0.020220467,38.9,0.042603312
HENDRIX LAPIERREF,HENDRIX LAPIERRE,F,mistake,WSH,-0.030217063,0.080146569,51.8,-0.001611302,4.868548213e-05,-0.035469120,0,5.733333333,-0.000968606,20212022,0,0,0,-0.005252057,57.533333333,0.042146227
CARL GRUNDSTROMF,CARL GRUNDSTROM,F,mistake,L.A,-0.080396891,0.358009562,423.966666667,-0.063934652,-0.130635213,-0.096946118,-0.013846773,12.9,-0.010887600,20212022,0,1.916666667,0.000229979,-0.016549226,438.783333333,0.041989186
ALEXEI TOROPCHENKOF,ALEXEI TOROPCHENKO,F,mistake,STL,0.062769898,-0.064755677,94.1,0.011369637,0.016957463,0.078396572,0,0.15,1.812981271e-05,20212022,0,0.516666667,-0.000141798,0.015626674,94.766666667,0.041844327
ALEX BIEGAD,ALEX BIEGA,D,mistake,TOR,0.031054729,-0.003236389,25.583333333,0.000743472,-0.002194135,0.044690982,0,0,0,20212022,0,0.65,0.000139842,0.013636253,26.233333333,0.040143772
JACK RATHBONED,JACK RATHBONE,D,mistake,VAN,0.081923916,-0.081902384,117.666666667,-0.032660149,0.041346621,0.109047746,0,4.683333333,0.003080808,20212022,0,2,0.000612583,0.027123830,124.35,0.039525225
BECK MALENSTYNF,BECK MALENSTYN,F,mistake,WSH,-0.019488667,0.044085783,99.583333333,0.023647275,0.006206021,-0.033656372,0,0.066666667,1.013086101e-05,20212022,-0.000612382,8.883333333,-0.000311255,-0.014167705,108.533333333,0.039369200
TAYLOR RADDYSHF,TAYLOR RADDYSH,F,mistake,T.B/CHI,-0.169323641,-0.375953592,542.016666667,0.023154423,0.119100851,0.021614354,0.076822315,31.283333333,0.019184707,20212022,0.091768345,34.8,0.063573394,0.190937995,608.100000000,0.039264798
OLLI JUOLEVID,OLLI JUOLEVI,D,mistake,FLA/DET,-0.004274769,-0.040734060,165.116666667,-0.041513314,0.069209758,0.046430942,0,0.55,0.000294378,20212022,0,4.05,0.001821718,0.050705711,169.716666667,0.035509423
MARIAN STUDENICF,MARIAN STUDENIC,F,mistake,N.J/DAL,0.098298921,-0.284403116,221.9,0.020935837,0.110929792,0.196150785,0,2.433333333,-4.975488404e-05,20212022,-0.030109033,17.066666667,0.021166628,0.097851864,241.4,0.034621139
DANIIL MIROMANOVD,DANIIL MIROMANOV,D,mistake,VGK,0.055034530,-0.075910801,79.166666667,-0.006656657,0.019509384,0.097242805,0,0,0,20212022,0,2.033333333,0.000433832,0.042208275,81.200000000,0.034618562
SANTERI HATAKKAD,SANTERI HATAKKA,D,mistake,S.J,0.013240192,-0.018972098,97.25,-0.028759097,0.016495198,0.064484434,0,0.166666667,8.813403443e-05,20212022,0,1.166666667,0.000256934,0.051244242,98.583333333,0.033593504
JOHN LEONARDF,JOHN LEONARD,F,mistake,S.J,0.035584932,-0.046773347,71.25,0.006523373,-0.004246614,0.077697538,0,3.583333333,-0.001474189,20212022,0,0.266666667,-5.234119105e-05,0.042112606,75.1,0.031674419
KASPER BJORKQVISTF,KASPER BJORKQVIST,F,mistake,PIT,-0.026190455,0.062905522,43.7,-0.003808086,0.008730276,-0.035741624,0,0,0,20212022,0,6.166666667,-0.001688395,-0.009551169,49.866666667,0.030397692
ZACH SANFORDF,ZACH SANFORD,F,mistake,OTT,-0.002631691,0.208004532,741.950000000,-0.135432421,0.057941250,0.143186001,-0.189690276,85.416666667,-0.001382457,20212022,-0.025249953,34.766666667,-0.027608043,0.145817692,862.133333333,0.029768633
JOSH LEIVOF,JOSH LEIVO,F,mistake,CAR,-0.033788488,0.018157404,64.25,0.010608083,0.032187062,-0.035227420,0,0.083333333,8.507835469e-06,20212022,0,0,0,-0.001438932,64.333333333,0.025733637
KRISTIAN REICHELF,KRISTIAN REICHEL,F,mistake,WPG,-0.033082843,-0.066982824,134.033333333,0.050926469,0.036510198,0.004777716,0,0.383333333,4.063794289e-05,20212022,0,0,0,0.037860560,134.416666667,0.025272196
NICHOLAS ROBERTSONF,NICHOLAS ROBERTSON,F,mistake,TOR,-0.046726153,0.086512159,84.766666667,-0.005899424,-0.015693169,-0.034351851,-0.006541644,4.2,-0.000195646,20212022,0,0,0,0.012374302,88.966666667,0.023830425
PAUL BYRONF,PAUL BYRON,F,mistake,MTL,-0.021321535,0.113587889,158.416666667,-0.106972364,-0.057628073,0.081548739,0,5.666666667,-0.003085245,20212022,-0.018492402,19.366666667,0.010945819,0.102870274,183.45,0.019904363
LASSI THOMSOND,LASSI THOMSON,D,mistake,OTT,0.046520550,-0.073132781,239.333333333,-0.029775947,-0.007653054,0.148383869,-0.052435907,18.566666667,0.034946647,20212022,0,10.233333333,-0.000479292,0.101863318,268.133333333,0.019853535
DILLON HEATHERINGTOND,DILLON HEATHERINGTON,D,mistake,OTT,-0.026781310,-0.005865608,93.483333333,0.007805381,0.020367560,-0.007757796,0,0,0,20212022,-0.000453915,15.283333333,0.005547504,0.019023514,108.766666667,0.019643126
TYLER BENSONF,TYLER BENSON,F,mistake,EDM,0.020355829,-0.005077895,242.516666667,-0.039669535,0.057169339,0.008777610,0,4.433333333,-0.001933498,20212022,0,0,0,-0.011578219,246.95,0.019266020
TYLER MOTTEF,TYLER MOTTE,F,mistake,VAN,0.013770380,-0.048231685,587.9,0.276565513,-0.018791010,-0.013057986,-0.021497299,6.9,0.003332284,20212022,0.004115826,93.25,-0.163823716,-0.026828366,688.05,0.018611927
RILEY STILLMAND,RILEY STILLMAN,D,mistake,CHI,0.059815468,0.020164067,478.916666667,-0.089458609,0.112904555,0.043140188,0,1.183333333,0.000504013,20212022,0,38.75,-0.069232023,-0.016675281,518.85,0.018022192
ISAAK PHILLIPSD,ISAAK PHILLIPS,D,mistake,CHI,0.062876866,-0.011965976,47.5,-0.000691908,0.013797046,0.013501131,0,0.033333333,1.850426751e-05,20212022,0,1.816666667,0.000589879,-0.049375735,49.35,0.015248676
SHELDON DRIESF,SHELDON DRIES,F,mistake,VAN,0.027447570,-0.026038947,16.316666667,0.001030862,0.000946032,0.038195350,0,2.85,-1.619140965e-05,20212022,0,0,0,0.010747780,19.166666667,0.014117106
NICOLAS ROYF,NICOLAS ROY,F,mistake,VGK,-0.243230805,0.367741546,765.516666667,-0.362203936,0.828935556,-0.265880210,-0.504805160,110.783333333,0.024907053,20212022,-0.076592738,86.8,0.000995681,-0.022649405,963.100000000,0.013097792
BRIAN DUMOULIND,BRIAN DUMOULIN,D,mistake,PIT,-0.147455851,0.106719799,1078.683333333,0.361325407,-0.647702172,0.255532955,0,5.416666667,-0.001462558,20212022,-0.051186128,124.183333333,-0.012357507,0.402988806,1208.283333333,0.010869796
RYAN MURRAYD,RYAN MURRAY,D,mistake,COL,-0.014843369,-0.199349749,476.716666667,0.050221630,-0.047645679,0.216564354,0,1.266666667,0.000368033,20212022,0,39.366666667,-0.009407164,0.231407722,517.350000000,0.010751425
ALEX BARABANOVF,ALEX BARABANOV,F,mistake,S.J,-0.136873871,0.120692856,798.833333333,-0.040120016,-0.234036922,0.182168653,0.087587040,104.083333333,-0.105917287,20212022,0,0.533333333,-4.612636706e-05,0.319042523,903.45,0.010328197
THOMAS HARLEYD,THOMAS HARLEY,D,mistake,DAL,-0.037622137,-0.220608398,304.716666667,-0.029769073,0.176342710,0.083482679,0,0.383333333,0.000185628,20212022,0,0.05,1.056512034e-06,0.121104816,305.15,0.009634603
DAN RENOUFD,DAN RENOUF,D,mistake,DET,0.023721263,-0.009929788,55.266666667,-0.002717763,0.006627967,0.015324992,0,0.016666667,1.027396129e-05,20212022,0,0.733333333,0.000223343,-0.008396270,56.016666667,0.009539025
LUKAS VEJDEMOF,LUKAS VEJDEMO,F,mistake,MTL,0,0.045782594,49.916666667,-0.019184136,0.017537358,0,-0.006267874,1.016666667,8.734063373e-05,20212022,-0.025685035,12.850000000,-0.004249566,0,63.783333333,0.008020680
BRETT MURRAYF,BRETT MURRAY,F,mistake,BUF,0.021598825,-0.007084389,234.4,0.036383216,0.003298296,0.008693489,-0.041124563,10.183333333,0.007717570,20212022,0,0,0,-0.012905336,244.583333333,0.007883618
JUSTIN BARROND,JUSTIN BARRON,D,mistake,COL,0,-0.003426531,23.516666667,0.000947258,0.009724968,0,0,0,0,20212022,0,1.65,0.000156163,0,25.166666667,0.007401858
DAKOTA MERMISD,DAKOTA MERMIS,D,mistake,MIN,0,-0.002110082,27.4,0.001315980,0.005461894,0,0,0,0,20212022,0,0,0,0,27.4,0.004667792
CALE FLEURYD,CALE FLEURY,D,mistake,SEA,0,-0.006975889,25.833333333,0.003377627,0.007860124,0,0,0.133333333,7.199217751e-05,20212022,0,0,0,0,25.966666667,0.004333854
ANTON STRALMAND,ANTON STRALMAN,D,mistake,ARI,-0.159723446,0.463687224,956.65,-0.291753216,-0.149372751,0.264996061,-0.023433248,9.283333333,0.002582479,20212022,-0.000465043,139.816666667,-0.262549363,0.424719507,1105.75,0.003692143
KRISTIAN VESALAINENF,KRISTIAN VESALAINEN,F,mistake,WPG,-0.051968930,-0.062308121,451.683333333,0.018370578,-0.009659314,0.091239239,-0.036632597,3.783333333,0.002098810,20212022,0,0.616666667,-5.133900830e-06,0.143208169,456.083333333,0.003103462
KAEDAN KORCZAKD,KAEDAN KORCZAK,D,mistake,VGK,0,-0.001065673,15.216666667,0.000806269,0.002975198,0,0,0,0,20212022,0,1.166666667,0.000161732,0,16.383333333,0.002877526
KURTIS GABRIELF,KURTIS GABRIEL,F,mistake,CHI,0,0,12.05,0.000619818,0.002121186,0,0,0,0,20212022,0,0,0,0,12.05,0.002741004
EGOR ZAMULAD,EGOR ZAMULA,D,mistake,PHI,0,-0.002433726,19.75,9.049746353e-05,0.004242696,0,0,0.016666667,1.062724013e-05,20212022,0,0,0,0,19.766666667,0.001910094
OSKAR SUNDQVISTF,OSKAR SUNDQVIST,F,mistake,STL,0.139405897,0.135025620,444.383333333,-0.153526644,-0.246642681,0.243576932,0,4.783333333,0.001779329,20212022,-0.023318134,71.1,0.044861765,0.104171035,520.266666667,0.001756188
DARREN RADDYSHD,DARREN RADDYSH,D,mistake,T.B,0,-0.009908711,41.766666667,0.010669444,0.000732536,0,0,0,0,20212022,0,0.666666667,-7.237778119e-06,0,42.433333333,0.001486030
CHASE DE LEOF,CHASE DE LEO,F,mistake,N.J,0.028953171,-0.041624484,16.3,0.000876823,0.003606694,0.038093457,0,0,0,20212022,0,0,0,0.009140286,16.3,0.000952490
ALEX VLASICD,ALEX VLASIC,D,mistake,CHI,0,-0.002017933,14.066666667,0.000956898,0.000602873,0,0,0,0,20212022,0,0,0,0,14.066666667,-0.000458161
PAUL LADUED,PAUL LADUE,D,mistake,NYI,0,0,11.05,-0.001221497,0.000154149,0,0,0.15,7.980426977e-05,20212022,-0.000458545,1.583333333,0.000499279,0,12.783333333,-0.000946809
