Player + Season,Player,Rights,Position,Leagues,Teams,Season ,Draft Year,Age,DY-1 NHLe,NHLe,Star %,Make %
https://www.eliteprospects.com/player/340644/nathan-gaucherNathan Gaucher2022,Nathan Gaucher,Unsigned,F,qmjhl,Quebec Remparts,2022,0,17.86,9.53,7.97,4.07%,17.30%
https://www.eliteprospects.com/player/568059/alexander-pashinAlex Pashin2022,Alex Pashin,Carolina Hurricanes,F,vhl,Toros Neftekamsk,2022,2,19.14,6.27,23.75,4.01%,20.69%
https://www.eliteprospects.com/player/201944/tyler-tullioTyler Tullio2022,Tyler Tullio,Edmonton Oilers,F,ohl,Oshawa Generals,2022,2,19.45,8.27,15.63,4.00%,24.65%
https://www.eliteprospects.com/player/579198/jiri-kulichJiri Kulich2022,Jiri Kulich,Unsigned,F,"wjc-18, czech","Czechia U18, HC Energie Karlovy Vary",2022,0,17.42,3.29,14.38,4.00%,28.97%
https://www.eliteprospects.com/player/290043/alex-turcotteAlex Turcotte2022,Alex Turcotte,Los Angeles Kings,F,"ahl, nhl","Ontario Reign, Los Angeles Kings",2022,3,20.55,11.02,16.42,3.95%,19.35%
https://www.eliteprospects.com/player/413174/ridly-greigRidly Greig2022,Ridly Greig,Ottawa Senators,F,whl,Brandon Wheat Kings,2022,2,19.11,6.44,18.71,3.89%,45.01%
https://www.eliteprospects.com/player/672619/danila-yurovDanila Yurov2022,Danila Yurov,Unsigned,F,"khl, mhl","Metallurg Magnitogorsk, Stalnye Lisy Magnitogorsk",2022,0,17.73,10.64,9.62,3.86%,15.23%
https://www.eliteprospects.com/player/299642/brendan-brissonBrendan Brisson2022,Brendan Brisson,Vegas Golden Knights,F,"ncaa, ahl","Univ. of Michigan, Henderson Silver Knights",2022,2,19.9,4.05,20.51,3.82%,26.52%
https://www.eliteprospects.com/player/201871/wyatt-johnstonWyatt Johnston2022,Wyatt Johnston,Dallas Stars,F,ohl,Windsor Spitfires,2022,1,18.34,6.69,21.54,3.76%,51.53%
https://www.eliteprospects.com/player/635389/mats-lindgrenMats Lindgren2022,Mats Lindgren,Unsigned,D,whl,Kamloops Blazers,2022,0,17.05,4.91,7.5,3.75%,34.28%
https://www.eliteprospects.com/player/518585/rodion-amirovRodion Amirov2022,Rodion Amirov,Toronto Maple Leafs,F,khl,Salavat Yulaev Ufa,2022,2,19.95,9.87,18.98,3.73%,32.24%
https://www.eliteprospects.com/player/538928/matthew-seminoffMatthew Seminoff2022,Matthew Seminoff,Unsigned,F,whl,Kamloops Blazers,2022,0,17.72,8.42,10.32,3.70%,12.39%
https://www.eliteprospects.com/player/351820/braden-schneiderBraden Schneider2022,Braden Schneider,New York Rangers,D,"ahl, nhl","Hartford Wolf Pack, New York Rangers",2022,2,19.99,4.79,17.75,3.69%,88.55%
https://www.eliteprospects.com/player/483386/conner-rouletteConner Roulette2022,Conner Roulette,Dallas Stars,F,whl,Seattle Thunderbirds,2022,1,18.34,8.37,11.76,3.60%,11.93%
https://www.eliteprospects.com/player/464775/sean-behrensSean Behrens2022,Sean Behrens,Colorado Avalanche,D,ncaa,Univ. of Denver,2022,1,18.46,7.86,12.45,3.60%,63.96%
https://www.eliteprospects.com/player/517438/alexei-protasAlexei Protas2022,Alexei Protas,Washington Capitals,F,"ahl, nhl","Hershey Bears, Washington Capitals",2022,3,20.69,2.4,20.06,3.58%,69.68%
https://www.eliteprospects.com/player/384079/nils-lundkvistNils Lundkvist2022,Nils Lundkvist,New York Rangers,D,"ahl, nhl","Hartford Wolf Pack, New York Rangers",2022,4,21.14,2.04,13.68,3.56%,42.47%
https://www.eliteprospects.com/player/339555/artyom-galimovArtyom Galimov2022,Artyom Galimov,Anaheim Ducks,F,khl,Ak Bars Kazan,2022,5,22.02,,29.62,3.55%,32.05%
https://www.eliteprospects.com/player/375833/axel-rindellAxel Rindell2022,Axel Rindell,Toronto Maple Leafs,D,liiga,totals,2022,4,21.4,1.67,14.65,3.54%,7.28%
https://www.eliteprospects.com/player/247318/jan-jenikJan Jenik2022,Jan Jenik,Arizona Coyotes,F,"ahl, nhl","Tucson Roadrunners, Arizona Coyotes",2022,3,21,6.51,27.29,3.53%,47.51%
https://www.eliteprospects.com/player/617488/francesco-pinelliFrancesco Pinelli2022,Francesco Pinelli,Los Angeles Kings,F,ohl,Kitchener Rangers,2022,1,18.43,8.21,12.89,3.45%,17.56%
https://www.eliteprospects.com/player/240385/nolan-footeNolan Foote2022,Nolan Foote,New Jersey Devils,F,"ahl, nhl","Utica Comets, New Jersey Devils",2022,3,20.79,9.27,21.77,3.41%,55.17%
https://www.eliteprospects.com/player/527430/filip-mesarFilip Mesar2022,Filip Mesar,Unsigned,F,slovakia,HK Poprad,2022,0,17.7,9.42,10.47,3.40%,10.27%
https://www.eliteprospects.com/player/361171/artyom-nikolayevArtyom Nikolayev2022,Artyom Nikolayev,Unsigned,F,khl,HK Sochi,2022,5,22.48,3.95,34.65,3.39%,10.02%
https://www.eliteprospects.com/player/526053/michael-buchingerMichael Buchinger2022,Michael Buchinger,Unsigned,D,ohl,Guelph Storm,2022,0,17.39,,8.25,3.39%,34.66%
https://www.eliteprospects.com/player/257717/trey-fix-wolanskyTrey Fix-Wolansky2022,Trey Fix-Wolansky,Columbus Blue Jackets,F,"ahl, nhl","Cleveland Monsters, Columbus Blue Jackets",2022,5,22.31,3.11,20.64,3.39%,16.46%
https://www.eliteprospects.com/player/290346/justin-sourdifJustin Sourdif2022,Justin Sourdif,Florida Panthers,F,whl,totals,2022,2,19.48,8.33,15.82,3.33%,28.39%
https://www.eliteprospects.com/player/698717/dmitri-buchelnikovDmitri Buchelnikov2022,Dmitri Buchelnikov,Unsigned,F,mhl,SKA-1946 St. Petersburg,2022,1,18.03,7.77,15.75,3.33%,22.40%
https://www.eliteprospects.com/player/199750/jerry-turkulainenJerry Turkulainen2022,Jerry Turkulainen,Unsigned,F,liiga,JYP,2022,5,22.98,5.65,25.94,3.32%,13.72%
https://www.eliteprospects.com/player/526063/devin-kaplanDevin Kaplan2022,Devin Kaplan,Unsigned,F,"ushl, usdp, wjc-18","USNTDP Juniors, U.S. National U18 Team, USA U18",2022,0,17.68,8.97,8.1,3.27%,16.45%
https://www.eliteprospects.com/player/225621/samuel-bucekSamuel Bucek2022,Samuel Bucek,Unsigned,F,slovakia,HK Nitra,2022,5,22.74,5.9,31,3.18%,42.72%
https://www.eliteprospects.com/player/388979/shane-pintoShane Pinto2022,Shane Pinto,Ottawa Senators,F,nhl,Ottawa Senators,2022,3,20.84,3.86,16.4,3.18%,43.94%
https://www.eliteprospects.com/player/272376/matej-blumelMatej Blumel2022,Matej Blumel,Unsigned,F,czech,HC Dynamo Pardubice,2022,4,21.29,,23.41,3.17%,39.79%
https://www.eliteprospects.com/player/375639/daniil-zhuravlyovDaniil Zhuravlyov2022,Daniil Zhuravlyov,Colorado Avalanche,D,khl,Ak Bars Kazan,2022,4,21.44,2.69,8.83,3.17%,2.21%
https://www.eliteprospects.com/player/355659/kristian-tanusKristian Tanus2022,Kristian Tanus,Unsigned,F,liiga,Tappara,2022,4,21.08,3.95,26.25,3.15%,17.19%
https://www.eliteprospects.com/player/582695/logan-maillouxLogan Mailloux2022,Logan Mailloux,Montreal Canadiens,D,ohl,London Knights,2022,1,18.42,3.08,8.86,3.15%,53.76%
https://www.eliteprospects.com/player/225310/pavel-kousalPavel Kousal2022,Pavel Kousal,Unsigned,F,czech,BK Mlada Boleslav,2022,5,22.84,6.83,30.98,3.14%,5.34%
https://www.eliteprospects.com/player/535872/nicholas-moldenhauerNicholas Moldenhauer2022,Nicholas Moldenhauer,Unsigned,F,ushl,Chicago Steel,2022,0,17.31,4.99,12.31,3.11%,17.65%
https://www.eliteprospects.com/player/525628/niko-huuhtanenNiko Huuhtanen2022,Niko Huuhtanen,Tampa Bay Lightning,F,whl,Everett Silvertips,2022,1,18.22,4.83,13.72,3.09%,31.09%
https://www.eliteprospects.com/player/269279/adam-liskaAdam Liska2022,Adam Liska,Unsigned,F,khl,Severstal Cherepovets,2022,4,21.92,5.15,25.58,3.07%,14.65%
https://www.eliteprospects.com/player/395302/helge-gransHelge Grans2022,Helge Grans,Los Angeles Kings,D,ahl,Ontario Reign,2022,2,19.35,3.06,13.69,3.06%,83.19%
https://www.eliteprospects.com/player/527423/juraj-slafkovskyJuraj Slafkovsky2022,Juraj Slafkovsky,Unsigned,F,"u20 sm-liiga, liiga, czech u16","TPS U20, TPS, Mountfield HK U16",2022,0,17.46,4.22,8.32,3.06%,23.33%
https://www.eliteprospects.com/player/398168/pavel-dorofeyevPavel Dorofeyev2022,Pavel Dorofeyev,Vegas Golden Knights,F,ahl,Henderson Silver Knights,2022,3,20.89,9.49,26.36,3.05%,16.45%
https://www.eliteprospects.com/player/201704/cody-glassCody Glass2022,Cody Glass,Nashville Predators,F,"ahl, nhl","Milwaukee Admirals, Nashville Predators",2022,5,22.46,4.81,27.86,3.04%,81.19%
https://www.eliteprospects.com/player/561338/mathew-wardMathew Ward2022,Mathew Ward,Unsigned,F,whl,Swift Current Broncos,2022,0,17.64,11.08,10.32,3.01%,6.63%
https://www.eliteprospects.com/player/448947/vasili-ponomaryovVasili Ponomaryov2022,Vasili Ponomaryov,Carolina Hurricanes,F,"ahl, khl, vhl","Chicago Wolves, Spartak Moskva, Khimik Voskresensk",2022,2,19.51,9.22,17.3,2.94%,11.13%
https://www.eliteprospects.com/player/537552/will-cuylleWill Cuylle2022,Will Cuylle,New York Rangers,F,ohl,Windsor Spitfires,2022,2,19.61,7.69,16.02,2.94%,26.10%
https://www.eliteprospects.com/player/295070/adam-wilsbyAdam Wilsby2022,Adam Wilsby,Nashville Predators,D,shl,Skelleftea AIK,2022,4,21.11,0.92,15.46,2.88%,9.00%
https://www.eliteprospects.com/player/559572/sebastian-jaseckoSebastian Jasecko2022,Sebastian Jasecko,Unsigned,D,czech-u20,BK Mlada Boleslav U20,2022,1,18.59,,4.27,2.86%,10.21%
https://www.eliteprospects.com/player/228366/adam-ruzickaAdam Ruzicka2022,Adam Ruzicka,Calgary Flames,F,"ahl, nhl","Stockton Heat, Calgary Flames",2022,5,22.35,6.45,33.15,2.84%,59.88%
https://www.eliteprospects.com/player/551574/brandon-lisowskyBrandon Lisowsky2022,Brandon Lisowsky,Unsigned,F,whl,Saskatoon Blades,2022,0,17.42,8.21,9.88,2.83%,8.39%
https://www.eliteprospects.com/player/477344/mikey-milneMikey Milne2022,Mikey Milne,Unsigned,F,whl,Winnipeg Ice,2022,1,18.98,7.21,13.8,2.82%,9.68%
https://www.eliteprospects.com/player/537563/zayde-wisdomZayde Wisdom2022,Zayde Wisdom,Philadelphia Flyers,F,ohl,Kingston Frontenacs,2022,2,19.19,1.97,10.44,2.80%,19.95%
https://www.eliteprospects.com/player/535838/elmeri-laaksoElmeri Laakso2022,Elmeri Laakso,Unsigned,D,"wjc-18, u20 sm-liiga, liiga, mestis","Finland U18, SaiPa U20, SaiPa, JoKP",2022,0,17.16,2.75,7.18,2.79%,22.36%
https://www.eliteprospects.com/player/482190/william-wallinderWilliam Wallinder2022,William Wallinder,Detroit Red Wings,D,"shl, superelit","Rogle BK, Rogle BK J20",2022,2,19.14,1.7,16.88,2.79%,22.19%
https://www.eliteprospects.com/player/363643/declan-chisholmDeclan Chisholm2022,Declan Chisholm,Winnipeg Jets,D,ahl,Manitoba Moose,2022,4,21.68,1.44,18.08,2.78%,25.11%
https://www.eliteprospects.com/player/278859/jaret-anderson-dolanJaret Anderson-Dolan2022,Jaret Anderson-Dolan,Los Angeles Kings,F,"ahl, nhl","Ontario Reign, Los Angeles Kings",2022,5,22.01,4.63,24.6,2.77%,40.86%
https://www.eliteprospects.com/player/268973/sean-durziSean Durzi2022,Sean Durzi,Los Angeles Kings,D,"ahl, nhl","Ontario Reign, Los Angeles Kings",2022,5,22.9,4.2,35.39,2.77%,85.08%
https://www.eliteprospects.com/player/424459/domenick-fensoreDomenick Fensore2022,Domenick Fensore,Carolina Hurricanes,D,ncaa,Boston Univ.,2022,3,20.02,5.12,14.07,2.73%,8.78%
https://www.eliteprospects.com/player/529248/brennan-othmannBrennan Othmann2022,Brennan Othmann,New York Rangers,F,ohl,Flint Firebirds,2022,1,18.69,7.09,17.36,2.71%,21.23%
https://www.eliteprospects.com/player/372926/oskari-laaksonenOskari Laaksonen2022,Oskari Laaksonen,Buffalo Sabres,D,ahl,Rochester Americans,2022,5,22.21,1.7,15.29,2.64%,6.89%
https://www.eliteprospects.com/player/201920/connor-mcclennonConnor Mcclennon2022,Connor Mcclennon,Philadelphia Flyers,F,whl,Winnipeg Ice,2022,2,19.23,7.3,15.13,2.63%,12.42%
https://www.eliteprospects.com/player/618304/viktor-neuchevViktor Neuchev2022,Viktor Neuchev,Unsigned,F,"mhl, vhl","Avto Yekaterinburg, Gornyak-UGMK",2022,0,17.89,7.93,11.94,2.63%,15.85%
https://www.eliteprospects.com/player/354123/rafael-harvey-pinardRafael Harvey-Pinard2022,Rafael Harvey-Pinard,Montreal Canadiens,F,ahl,Laval Rocket,2022,5,22.69,2.67,25.92,2.62%,4.45%
https://www.eliteprospects.com/player/284911/pierre-olivier-josephPierre-Olivier Joseph2022,Pierre-Olivier Joseph,Pittsburgh Penguins,D,ahl,Wilkes-Barre/Scranton Penguins,2022,5,22.21,1.45,17.28,2.59%,26.60%
https://www.eliteprospects.com/player/201934/tyson-foersterTyson Foerster2022,Tyson Foerster,Philadelphia Flyers,F,"ohl, ahl","Barrie Colts, Lehigh Valley Phantoms",2022,2,19.66,4.25,10.26,2.59%,30.80%
https://www.eliteprospects.com/player/452005/brandon-coeBrandon Coe2022,Brandon Coe,San Jose Sharks,F,ohl,North Bay Battalion,2022,2,19.79,6.72,19.24,2.58%,29.75%
https://www.eliteprospects.com/player/201916/kyle-crnkovicKyle Crnkovic2022,Kyle Crnkovic,Unsigned,F,whl,Saskatoon Blades,2022,2,19.6,6.91,16.01,2.55%,7.19%
https://www.eliteprospects.com/player/292067/martin-chromiakMartin Chromiak2022,Martin Chromiak,Los Angeles Kings,F,ohl,Kingston Frontenacs,2022,2,19.07,4.33,16.93,2.55%,26.73%
https://www.eliteprospects.com/player/201447/alexander-chmelevskiAlex Chmelevski2022,Alex Chmelevski,San Jose Sharks,F,"ahl, nhl","San Jose Barracuda, San Jose Sharks",2022,5,22.27,6.86,27.84,2.54%,36.66%
https://www.eliteprospects.com/player/386333/sam-colangeloSam Colangelo2022,Sam Colangelo,Anaheim Ducks,F,ncaa,Northeastern Univ.,2022,2,19.72,3.77,14.79,2.54%,12.44%
https://www.eliteprospects.com/player/326103/mika-henauerMika Henauer2022,Mika Henauer,Unsigned,D,nla,SC Bern,2022,4,21.54,1.53,14.72,2.53%,3.30%
https://www.eliteprospects.com/player/414961/brad-lambertBrad Lambert2022,Brad Lambert,Unsigned,F,liiga,totals,2022,0,17.74,11.83,7.38,2.53%,7.29%
https://www.eliteprospects.com/player/297920/jacob-christiansenJacob Christiansen2022,Jacob Christiansen,Columbus Blue Jackets,D,"ahl, nhl","Cleveland Monsters, Columbus Blue Jackets",2022,5,22.01,1.93,21.7,2.52%,42.33%
https://www.eliteprospects.com/player/559018/ethan-samsonEthan Samson2022,Ethan Samson,Philadelphia Flyers,D,whl,Prince George Cougars,2022,1,18.06,1.33,7.33,2.52%,14.68%
https://www.eliteprospects.com/player/532511/maxim-groshevMaxim Groshev2022,Maxim Groshev,Tampa Bay Lightning,F,vhl,SKA-Neva St. Petersburg,2022,2,19.75,5.18,20.19,2.51%,14.44%
https://www.eliteprospects.com/player/286940/tristen-robinsTristen Robins2022,Tristen Robins,San Jose Sharks,F,whl,Saskatoon Blades,2022,2,19.83,4.26,14.57,2.51%,13.96%
https://www.eliteprospects.com/player/290171/samuel-poulinSamuel Poulin2022,Samuel Poulin,Pittsburgh Penguins,F,ahl,Wilkes-Barre/Scranton Penguins,2022,3,20.55,7.55,16.41,2.51%,25.36%
https://www.eliteprospects.com/player/313352/linus-obergLinus Oberg2022,Linus Oberg,San Jose Sharks,F,shl,Orebro HK,2022,4,21.16,1.7,23.2,2.50%,14.13%
https://www.eliteprospects.com/player/556509/brayden-schuurmanBrayden Schuurman2022,Brayden Schuurman,Unsigned,F,whl,Victoria Royals,2022,0,17.56,5.79,9.2,2.50%,6.80%
https://www.eliteprospects.com/player/461967/jeremy-wilmerJeremy Wilmer2022,Jeremy Wilmer,Unsigned,F,ushl,Tri-City Storm,2022,1,18.08,6.85,19.17,2.50%,15.97%
https://www.eliteprospects.com/player/201939/ryan-o-rourkeRyan O'Rourke2022,Ryan O'Rourke,Minnesota Wild,D,ohl,Soo Greyhounds,2022,2,19.34,4.19,10.66,2.47%,12.76%
https://www.eliteprospects.com/player/281757/lukas-wernblomLukas Wernblom2022,Lukas Wernblom,Unsigned,F,allsvenskan,Mora IK,2022,4,21.15,5.16,23.05,2.47%,14.02%
https://www.eliteprospects.com/player/483754/olivier-nadeauOlivier Nadeau2022,Olivier Nadeau,Buffalo Sabres,F,qmjhl,Shawinigan Cataractes,2022,1,18.67,3.66,11.07,2.46%,16.59%
https://www.eliteprospects.com/player/470015/zion-nybeckZion Nybeck2022,Zion Nybeck,Carolina Hurricanes,F,allsvenskan,HV71,2022,2,19.35,7.94,14.4,2.45%,4.86%
https://www.eliteprospects.com/player/571946/jake-livanavageJake Livanavage2022,Jake Livanavage,Unsigned,D,ushl,Chicago Steel,2022,0,17.36,1.92,8.66,2.43%,9.20%
https://www.eliteprospects.com/player/283916/jack-druryJack Drury2022,Jack Drury,Carolina Hurricanes,F,ahl,Chicago Wolves,2022,4,21.62,3.2,24.42,2.41%,38.42%
https://www.eliteprospects.com/player/289485/axel-bergkvistAxel Bergkvist2022,Axel Bergkvist,Arizona Coyotes,D,allsvenskan,Mora IK,2022,4,21.29,2.1,23.16,2.40%,44.08%
https://www.eliteprospects.com/player/512107/cruz-luciusCruz Lucius2022,Cruz Lucius,Unsigned,F,"ushl, usdp, wjc-18","USNTDP Juniors, U.S. National U18 Team, USA U18",2022,0,17.45,9.26,8.44,2.38%,9.78%
https://www.eliteprospects.com/player/582779/ayrton-martinoAyrton Martino2022,Ayrton Martino,Dallas Stars,F,ncaa,Clarkson Univ.,2022,1,18.97,4.63,12.45,2.37%,8.81%
https://www.eliteprospects.com/player/271502/ryan-mcleodRyan Mcleod2022,Ryan Mcleod,Edmonton Oilers,F,"ahl, nhl","Bakersfield Condors, Edmonton Oilers",2022,4,21.99,7.3,24.12,2.34%,33.81%
https://www.eliteprospects.com/player/312827/grigori-denisenkoGrigori Denisenko2022,Grigori Denisenko,Florida Panthers,F,ahl,Charlotte Checkers,2022,4,21.23,8.6,19.16,2.33%,38.86%
https://www.eliteprospects.com/player/399353/ty-dellandreaTy Dellandrea2022,Ty Dellandrea,Dallas Stars,F,ahl,Texas Stars,2022,4,21.15,4.57,23.48,2.31%,30.03%
https://www.eliteprospects.com/player/201810/ozzy-wiesblattOzzy Wiesblatt2022,Ozzy Wiesblatt,San Jose Sharks,F,whl,Prince Albert Raiders,2022,2,19.52,7.06,11.05,2.30%,8.19%
https://www.eliteprospects.com/player/568050/danil-aimurzinDanil Aimurzin2022,Danil Aimurzin,Unsigned,F,"mhl, vhl","Tolpar Ufa, Toros Neftekamsk",2022,2,19.41,5.16,21.49,2.28%,29.68%
https://www.eliteprospects.com/player/527464/matvei-petrovMatvei Petrov2022,Matvei Petrov,Edmonton Oilers,F,ohl,North Bay Battalion,2022,1,18.51,5.04,16.88,2.27%,29.77%
https://www.eliteprospects.com/player/396204/ruslan-iskhakovRuslan Iskhakov2022,Ruslan Iskhakov,New York Islanders,F,del,Adler Mannheim,2022,4,21.15,3.93,25.39,2.27%,13.48%
https://www.eliteprospects.com/player/201468/joey-keaneJoey Keane2022,Joey Keane,Carolina Hurricanes,D,ahl,Chicago Wolves,2022,5,22.21,2.35,17,2.25%,32.34%
https://www.eliteprospects.com/player/483415/eric-alarieEric Alarie2022,Eric Alarie,Unsigned,F,whl,Moose Jaw Warriors,2022,1,18.63,3.99,9.88,2.25%,10.89%
https://www.eliteprospects.com/player/294583/william-dufourWilliam Dufour2022,William Dufour,New York Islanders,F,qmjhl,Saint John Sea Dogs,2022,2,19.63,3.52,16.22,2.24%,23.68%
https://www.eliteprospects.com/player/651883/ryan-wintertonRyan Winterton2022,Ryan Winterton,Seattle Kraken,F,ohl,Hamilton Bulldogs,2022,1,18.03,5.13,14.69,2.21%,30.04%
https://www.eliteprospects.com/player/595292/nikita-guslistovNikita Guslistov2022,Nikita Guslistov,Carolina Hurricanes,F,khl,Severstal Cherepovets,2022,2,19.3,2.09,24.2,2.20%,26.15%
https://www.eliteprospects.com/player/464784/simon-motewSimon Motew2022,Simon Motew,Unsigned,D,ohl,Kitchener Rangers,2022,1,18.46,3.82,3.79,2.20%,2.86%
https://www.eliteprospects.com/player/396927/german-shaporevGerman Shaporev2022,German Shaporev,Unsigned,F,kazakhstan,totals,2022,3,20.98,1.68,21.67,2.20%,16.97%
https://www.eliteprospects.com/player/603638/cameron-lundCameron Lund2022,Cameron Lund,Unsigned,F,ushl,Green Bay Gamblers,2022,0,17.27,,9.46,2.20%,15.62%
https://www.eliteprospects.com/player/514652/alexander-nikishinAlex Nikishin2022,Alex Nikishin,Carolina Hurricanes,D,khl,Spartak Moskva,2022,2,19.95,4.74,16.51,2.19%,95.19%
https://www.eliteprospects.com/player/535698/liam-ohgrenLiam Ohgren2022,Liam Ohgren,Unsigned,F,"wjc-18, shl, superelit","Sweden U18, Djurgardens IF, Djurgardens IF J20",2022,0,17.63,4.77,10.28,2.16%,12.13%
https://www.eliteprospects.com/player/375742/yegor-sokolovYegor Sokolov2022,Yegor Sokolov,Ottawa Senators,F,"ahl, nhl","Belleville Senators, Ottawa Senators",2022,4,21.27,7.04,22.18,2.15%,45.13%
https://www.eliteprospects.com/player/396630/antti-saarelaAntti Saarela2022,Antti Saarela,Chicago Blackhawks,F,liiga,Ilves,2022,3,20.22,4.06,18.58,2.15%,9.45%
https://www.eliteprospects.com/player/410562/william-villeneuveWilliam Villeneuve2022,William Villeneuve,Toronto Maple Leafs,D,qmjhl,Saint John Sea Dogs,2022,2,19.49,3.19,8.07,2.14%,5.72%
https://www.eliteprospects.com/player/535814/cedrick-guindonCedrick Guindon2022,Cedrick Guindon,Unsigned,F,ohl,Owen Sound Attack,2022,0,17.4,,10.25,2.14%,7.45%
https://www.eliteprospects.com/player/568044/dmitri-kostenkoDmitri Kostenko2022,Dmitri Kostenko,Montreal Canadiens,D,"mhl, vhl","MHK Spartak Moskva, Khimik Voskresensk",2022,1,18.97,6.72,10.27,2.12%,35.26%
https://www.eliteprospects.com/player/351169/brayden-traceyBrayden Tracey2022,Brayden Tracey,Anaheim Ducks,F,ahl,San Diego Gulls,2022,3,20.3,3.12,18,2.12%,11.10%
https://www.eliteprospects.com/player/201866/ethan-cardwellEthan Cardwell2022,Ethan Cardwell,San Jose Sharks,F,ohl,Barrie Colts,2022,2,19.04,2.46,13.98,2.10%,16.47%
https://www.eliteprospects.com/player/305431/riley-damianiRiley Damiani2022,Riley Damiani,Dallas Stars,F,"ahl, nhl","Texas Stars, Dallas Stars",2022,4,21.49,4.19,21.19,2.09%,28.50%
https://www.eliteprospects.com/player/195020/adam-kubikAdam Kubik2022,Adam Kubik,Unsigned,F,czech,Rytiri Kladno,2022,5,22.9,,30.34,2.09%,9.59%
https://www.eliteprospects.com/player/580641/owen-pickeringOwen Pickering2022,Owen Pickering,Unsigned,D,whl,Swift Current Broncos,2022,0,17.63,4.53,6.17,2.08%,18.40%
https://www.eliteprospects.com/player/526229/seamus-caseySeamus Casey2022,Seamus Casey,Unsigned,D,"ushl, usdp, wjc-18","USNTDP Juniors, U.S. National U18 Team, USA U18",2022,0,17.69,7.8,7.71,2.07%,20.67%
